id,number_of_reviews,reviews_per_month,last_review
8437316,13,0.21,2017-01-08
8439145,4,0.08,2019-01-01
8439191,13,0.19,2016-05-01
8440352,232,3.27,2021-05-01
8441969,7,0.2,2019-06-07
8442642,3,0.04,2019-11-03
8444013,24,0.39,2019-09-02
8444730,4,0.06,2016-05-05
8445883,2,0.03,2015-10-26
8446914,23,0.49,2020-12-13
8454886,2,0.03,2015-10-02
8458966,69,1.08,2021-08-03
8459744,10,0.15,2019-08-17
8459919,1,0.03,2019-02-28
8467862,2,0.03,2015-11-02
8468662,1,0.01,2015-12-16
8470281,1,0.03,2019-01-01
8470974,7,0.1,2020-01-13
8472069,261,4.12,2020-03-07
8472812,9,2.13,2021-07-31
8473532,5,0.07,2016-06-20
8474806,9,0.18,2017-05-28
8474859,21,0.3,2020-09-10
8479799,100,1.72,2021-08-02
8480087,45,1.15,2021-07-26
8481074,2,0.03,2015-10-01
8482952,1,0.02,2016-12-29
8484152,2,0.03,2015-10-15
8485057,34,0.49,2019-04-03
8485671,2,0.03,2015-10-10
8486828,14,0.2,2017-08-24
8488615,1,0.01,2015-10-27
8498885,4,0.06,2015-10-26
8499719,105,1.5,2019-12-11
8501697,12,0.17,2018-01-21
8503064,1,0.01,2015-10-02
8503280,1,0.01,2015-10-29
8504231,7,0.1,2015-11-16
8504666,70,1.11,2019-09-02
8505785,1,0.02,2016-06-12
8506757,111,1.58,2021-07-05
8506867,2,0.03,2016-03-10
8507219,30,0.51,2018-11-05
8507643,5,0.09,2017-01-01
8507768,42,0.71,2019-12-02
8513839,2,0.03,2017-07-25
8515213,4,0.06,2021-07-20
8518051,70,1.36,2020-01-02
8518280,6,0.09,2017-01-29
8518878,1,0.01,2015-11-05
8520094,281,3.97,2021-07-18
8520667,2,0.03,2016-11-01
8520836,2,0.03,2015-09-29
8521188,2,0.03,2015-10-27
8521692,18,0.3,2021-08-01
8522933,213,3.08,2021-07-25
8523688,2,0.03,2015-10-22
8523742,13,0.18,2017-01-02
8523910,1,0.01,2015-11-29
8525172,124,1.74,2019-12-14
8525292,26,0.38,2017-04-20
8525477,11,0.41,2020-08-28
8530517,4,0.14,2020-03-16
8532128,2,0.04,2017-11-13
8532358,42,0.7,2019-01-01
8533225,208,2.97,2021-07-30
8533457,164,6.86,2021-07-15
8536270,176,2.51,2021-07-24
8541991,90,1.55,2021-06-19
8547335,9,0.15,2015-11-29
8547630,26,0.37,2018-12-10
8547691,69,1.44,2019-11-02
8553287,2,0.03,2015-12-29
8554425,1,0.01,2015-09-30
8554547,9,0.38,2020-10-02
8555250,137,1.95,2021-06-11
8555411,19,0.3,2016-07-15
8558627,63,0.92,2020-01-09
8563025,8,0.11,2016-01-02
8569534,74,1.17,2018-08-17
8577949,1,0.01,2015-12-21
8583175,33,0.47,2021-01-09
8588016,7,0.11,2016-07-25
8588621,96,1.38,2021-06-27
8589444,24,0.35,2019-06-30
8589668,20,0.69,2020-01-29
8589729,147,2.32,2021-08-01
8590777,27,0.42,2017-02-22
8593798,60,1.15,2019-10-28
8594833,7,0.11,2017-04-18
8595036,89,2.84,2020-12-18
8595149,166,2.55,2020-12-25
8595346,32,0.48,2021-07-26
8595349,2,0.03,2016-05-28
8597141,3,0.04,2016-06-08
8597265,1,0.01,2016-01-03
8605739,2,0.03,2016-11-01
8608243,87,1.32,2021-06-19
8608841,1,0.02,2016-05-24
8609130,91,2.37,2019-08-04
8609779,145,2.26,2020-01-14
8610093,3,0.05,2016-04-24
8612715,1,0.01,2015-10-12
8614204,82,1.42,2021-07-20
8614862,6,0.08,2018-02-19
8616102,1,0.01,2015-10-11
8620134,105,1.5,2021-06-11
8621113,2,0.03,2016-04-13
8621133,123,2.27,2021-07-22
8622301,324,4.98,2021-07-31
8622987,1,0.02,2016-09-03
8623370,74,1.26,2020-10-11
8627561,136,2.26,2021-07-20
8627973,5,0.58,2021-01-02
8628425,52,0.93,2020-06-15
8630560,8,0.12,2019-07-07
8630662,79,1.13,2019-07-02
8631355,2,0.03,2016-07-31
8632393,23,0.33,2016-10-10
8634024,1,0.01,2015-10-12
8635363,2,0.03,2016-03-18
8636811,1,0.01,2015-10-27
8642428,8,0.12,2016-05-16
8642982,87,1.45,2017-08-28
8643360,40,0.58,2020-02-10
8643939,1,0.01,2015-11-25
8646618,393,6.06,2021-07-26
8648818,2,0.06,2018-12-27
8649999,6,0.08,2015-12-15
8650076,3,0.05,2016-04-27
8652653,6,0.11,2020-11-15
8652729,31,0.5,2020-03-19
8653449,1,0.02,2016-06-20
8653999,2,0.03,2016-11-27
8662518,133,2.16,2020-12-13
8662610,1,0.01,2015-11-12
8663101,100,1.56,2019-09-05
8663831,1,0.01,2015-10-24
8664611,173,2.98,2021-08-01
8664615,1,0.02,2016-08-31
8664965,170,2.45,2021-07-29
8665047,9,0.16,2017-06-19
8666770,22,0.63,2019-01-01
8667280,146,2.29,2020-03-09
8667450,4,0.09,2017-12-12
8668115,10,0.14,2016-08-22
8671663,36,0.6,2020-08-19
8671786,2,0.62,2021-05-15
8672280,11,0.16,2020-01-02
8676240,1,0.01,2016-02-07
8680417,3,0.05,2016-05-23
8681709,1,0.01,2015-11-15
8681776,4,0.07,2016-10-01
8683858,50,1.04,2021-06-19
8684886,176,3.04,2021-07-16
8685857,1,0.01,2016-01-05
8686040,6,0.09,2015-11-05
8686167,14,0.21,2017-01-01
8687096,10,0.14,2018-06-14
8687556,77,1.23,2021-06-30
8689608,149,2.24,2020-11-12
8691258,1,0.01,2015-10-13
8698671,31,0.44,2016-04-10
8698962,1,0.01,2015-10-11
8702690,2,0.03,2021-04-30
8703355,9,0.13,2016-04-08
8703711,159,2.46,2021-07-30
8704528,252,3.62,2021-06-29
8709326,2,0.03,2015-10-29
8712309,114,1.8,2021-07-31
8719948,13,0.19,2016-05-29
8719984,4,0.07,2016-01-17
8720070,17,0.28,2016-08-10
8720655,61,0.95,2021-03-21
8720702,1,0.05,2019-11-03
8720923,65,1.11,2019-07-16
8722224,1,0.01,2015-12-23
8730247,1,0.05,2020-01-01
8731224,1,0.02,2016-05-31
8732919,2,0.04,2018-12-17
8734174,131,1.87,2021-07-05
8735236,37,0.92,2019-12-31
8736973,37,0.65,2021-06-09
8738438,1,0.02,2017-03-05
8741020,51,0.86,2018-09-19
8741124,34,0.57,2019-10-13
8741446,67,1.08,2021-07-30
8741676,1,0.01,2015-10-13
8743269,1,0.01,2015-10-20
8753832,64,0.91,2019-12-08
8754560,172,2.43,2020-11-04
8757726,92,1.33,2021-06-28
8757920,4,0.07,2017-07-23
8760442,134,2.26,2021-07-31
8760775,4,0.06,2015-10-24
8761013,5,0.07,2018-05-02
8762969,1,0.01,2015-10-13
8763502,239,3.8,2021-07-17
8764617,74,2.12,2021-04-19
8770660,1,0.01,2015-12-27
8775324,10,0.5,2021-03-04
8775344,1,0.01,2015-10-27
8776208,1,0.01,2015-10-18
8776329,3,0.05,2016-09-04
8776479,19,0.34,2021-02-01
8783567,15,0.27,2019-03-21
8793166,186,2.71,2021-05-30
8795721,7,0.1,2016-01-18
8796876,6,0.08,2018-06-22
8799529,5,0.07,2015-11-29
8801963,25,0.49,2019-08-11
8802289,4,0.07,2016-09-28
8806783,38,0.54,2019-11-17
8807842,1,0.01,2015-11-08
8808863,1,0.01,2015-12-01
8809245,5,0.13,2020-02-20
8809578,1,0.01,2015-12-16
8811687,6,0.09,2017-06-14
8812730,11,0.18,2017-02-04
8813547,10,0.16,2016-05-23
8816465,32,0.47,2020-03-20
8817102,3,0.05,2018-12-21
8825297,82,1.39,2021-07-18
8825701,1,0.01,2015-11-03
8826833,5,0.08,2016-01-17
8830825,94,1.47,2021-07-10
8832355,1,0.02,2016-02-27
8837432,3,0.04,2015-11-28
8838513,10,0.18,2019-11-10
8838861,2,0.03,2015-11-02
8840563,2,0.03,2015-12-07
8840959,1,0.02,2016-09-08
8841646,2,0.03,2015-10-22
8842752,2,0.03,2017-06-02
8843403,4,0.06,2016-01-05
8843681,33,0.85,2019-10-29
8844402,126,2.01,2020-11-17
8845002,1,0.01,2015-11-02
8845441,82,1.19,2020-03-18
8845982,8,0.13,2017-05-14
8847200,9,0.14,2016-10-22
8847542,285,4.19,2021-07-12
8849758,11,0.31,2018-09-11
8860277,25,0.38,2019-11-28
8861269,37,0.63,2019-12-09
8863005,3,0.04,2015-12-28
8863296,1,0.01,2016-01-03
8865020,1,0.01,2015-10-18
8866669,13,0.33,2021-07-08
8869029,2,0.03,2015-12-22
8869383,13,0.2,2019-04-22
8869857,106,1.52,2021-07-15
8873479,142,2.39,2021-07-13
8880524,12,0.2,2018-07-01
8881253,91,2.01,2020-03-02
8881765,18,0.26,2016-11-24
8881955,1,0.01,2015-10-21
8884004,3,0.14,2020-03-09
8887748,3,0.04,2017-05-18
8888689,7,0.1,2016-10-08
8889423,11,0.16,2016-06-20
8894773,181,2.88,2020-03-07
8897305,2,0.03,2015-12-16
8900026,2,0.03,2018-12-29
8901538,8,0.12,2018-01-03
8901901,5,0.07,2016-02-21
8904076,2,0.03,2016-08-10
8904662,1,0.01,2015-11-03
8914109,22,0.32,2019-05-15
8915246,1,0.01,2015-11-11
8920794,6,0.09,2016-03-17
8920816,6,0.09,2015-10-26
8924504,68,1.06,2021-07-04
8924552,2,0.03,2015-11-25
8929521,72,1.15,2021-05-23
8932929,1,0.01,2015-12-27
8934409,26,0.43,2020-12-13
8940685,1,0.01,2015-12-13
8942272,4,0.09,2018-05-20
8942467,94,1.38,2019-04-22
8948898,6,0.09,2016-07-26
8949503,1,0.01,2015-10-27
8950064,1,0.01,2016-01-03
8951083,44,1.3,2021-05-23
8951480,2,0.03,2016-01-03
8951763,1,0.02,2016-09-01
8952816,174,2.55,2021-07-15
8953200,163,2.7,2021-07-10
8953404,98,1.5,2019-12-10
8953625,179,3.09,2021-07-08
8955506,1,0.01,2016-01-03
8955750,75,1.22,2018-12-16
8963968,8,0.11,2017-06-14
8964308,10,0.14,2015-12-28
8964446,5,0.1,2018-05-20
8966368,1,0.02,2016-04-12
8971258,40,0.82,2020-03-01
8972219,4,0.06,2016-01-06
8972807,1,0.01,2015-12-31
8973075,13,0.2,2016-05-17
8973682,1,0.01,2015-12-20
8973873,112,1.73,2020-03-03
8974121,1,0.01,2015-12-09
8974316,24,0.68,2020-09-06
8975190,202,3.27,2021-07-19
8975201,240,3.71,2021-07-21
8984085,24,0.4,2018-04-01
8985316,28,0.63,2020-03-14
8986585,51,0.76,2017-10-29
8987606,39,0.83,2018-12-09
8989320,258,3.74,2021-07-29
8990116,19,0.32,2017-09-16
8990988,6,0.1,2017-08-29
8992714,2,0.03,2015-11-28
8992894,58,1.03,2021-08-01
8993871,160,5.96,2021-07-24
8994197,2,0.04,2017-11-25
8994423,1,0.01,2015-11-26
8995042,25,0.42,2021-05-01
8995426,44,1.28,2020-01-12
9002096,3,0.04,2015-11-07
9004969,63,1.06,2020-08-09
9005771,1,0.01,2016-01-05
9007767,10,0.21,2018-01-13
9011614,1,0.01,2015-11-02
9022118,1,0.01,2015-11-03
9022913,8,0.29,2021-07-18
9024874,11,0.16,2018-05-28
9025421,6,0.12,2019-07-16
9025565,7,0.11,2021-04-15
9026203,69,1.0,2018-08-21
9028493,160,2.65,2020-01-08
9028599,1,0.02,2016-12-30
9030997,71,1.19,2019-08-07
9033218,6,0.09,2017-09-30
9035181,3,0.05,2017-01-02
9040796,4,0.06,2016-03-19
9040931,1,0.01,2015-10-23
9043652,20,0.86,2021-02-28
9043905,29,0.92,2018-12-24
9045427,1,0.01,2015-11-01
9046095,1,0.01,2016-01-01
9046490,31,0.9,2020-03-06
9046808,2,0.03,2015-11-18
9047417,3,0.04,2015-12-16
9047816,71,1.11,2021-07-02
9049607,3,0.11,2019-10-21
9050105,152,2.23,2020-01-05
9050144,2,0.03,2015-12-29
9050373,28,0.64,2019-12-01
9051314,2,0.03,2016-06-12
9051437,72,1.14,2020-08-31
9051763,18,0.35,2020-04-01
9058854,1,0.02,2016-06-30
9059397,1,0.01,2016-01-05
9061145,33,0.47,2020-10-18
9062257,13,0.19,2018-09-09
9062515,46,1.17,2021-07-05
9063139,3,0.04,2015-11-28
9063266,1,0.01,2015-12-06
9064688,1,0.01,2015-11-29
9064714,40,0.87,2020-12-31
9066389,2,0.03,2015-11-25
9074921,12,0.18,2016-05-29
9078066,6,0.09,2016-05-19
9078222,147,2.16,2020-01-01
9078632,53,0.86,2018-05-28
9079335,4,0.06,2016-09-10
9079542,2,0.03,2016-10-01
9079871,285,4.38,2021-05-03
9080286,40,0.58,2016-09-05
9087285,3,0.04,2015-11-10
9089306,10,0.14,2016-02-01
9091710,6,0.09,2015-12-12
9092024,1,0.01,2015-10-27
9092903,9,0.19,2018-04-13
9093219,84,1.41,2020-03-09
9093358,3,0.04,2016-07-30
9093389,1,0.01,2016-01-05
9093866,11,0.22,2021-06-10
9096478,3,0.04,2017-10-22
9096938,9,0.14,2017-08-31
9104108,1,0.01,2015-11-29
9106735,5,0.09,2017-02-24
9106756,2,0.09,2019-08-31
9107118,2,0.03,2015-11-02
9107772,17,0.26,2016-12-27
9108196,75,1.21,2020-06-30
9110077,6,0.1,2016-06-17
9111254,6,0.56,2021-03-05
9112676,44,1.65,2020-06-23
9113032,124,1.81,2021-07-03
9114773,4,0.06,2015-12-20
9116018,17,0.54,2019-04-18
9116126,24,0.59,2021-06-23
9116752,49,0.75,2020-10-01
9116868,3,0.04,2016-07-31
9117976,1,0.01,2015-12-27
9118958,5,0.21,2021-04-01
9125917,4,0.06,2016-01-05
9127011,8,0.18,2017-12-23
9127163,4,0.1,2019-06-02
9129113,1,0.01,2015-12-14
9132614,2,0.04,2015-11-10
9136581,5,0.08,2016-11-27
9136814,10,0.25,2018-11-27
9137194,1,0.01,2016-01-05
9138319,10,0.15,2019-07-06
9144999,1,0.01,2016-01-01
9145070,41,0.63,2016-08-27
9145150,2,0.03,2015-12-29
9146595,155,2.22,2020-08-21
9147025,152,4.01,2021-07-27
9148875,110,1.9,2019-12-17
9149182,1,0.01,2015-11-09
9149930,18,0.38,2021-01-18
9150194,99,1.7,2021-06-07
9151490,1,0.02,2017-10-09
9151677,1,0.01,2015-11-06
9152795,327,5.63,2021-08-01
9152932,1,0.01,2015-11-27
9153256,1,0.02,2017-07-29
9155212,12,0.38,2020-09-12
9155475,4,0.06,2016-04-01
9155741,1,0.01,2015-11-08
9162161,5,0.23,2020-12-09
9165191,10,0.17,2020-07-31
9166769,24,0.41,2018-01-01
9167889,261,3.83,2021-04-23
9168009,1,0.02,2016-04-24
9172067,2,0.03,2016-02-08
9175459,14,0.24,2019-12-04
9178165,303,5.18,2021-07-22
9181483,85,1.34,2021-07-22
9181806,59,7.97,2021-08-01
9182008,32,0.54,2021-07-06
9182754,1,0.01,2016-01-03
9183131,3,0.04,2015-12-20
9184124,61,0.9,2021-01-17
9184982,2,0.03,2015-11-02
9185696,88,1.69,2019-09-07
9186894,5,0.08,2019-07-07
9187379,10,0.26,2021-06-08
9195330,3,0.13,2019-09-25
9196297,24,0.35,2016-12-27
9197829,1,0.01,2015-12-01
9201458,1,0.01,2015-11-21
9201479,2,0.03,2015-12-03
9207023,1,0.01,2015-12-29
9212510,9,0.14,2018-04-16
9216014,1,0.02,2016-09-20
9217592,9,0.35,2019-12-01
9217745,2,0.03,2015-11-06
9218051,2,0.03,2015-11-08
9218893,17,0.27,2016-10-20
9219049,24,0.35,2020-02-16
9219588,1,0.01,2015-12-27
9227929,235,4.24,2021-07-09
9230738,20,0.34,2021-05-14
9231791,3,0.05,2016-04-01
9232861,6,0.18,2019-08-04
9237142,4,0.06,2017-07-25
9237857,4,0.06,2019-12-01
9238214,10,0.36,2020-09-05
9238861,2,0.05,2015-12-14
9240346,339,4.91,2021-08-02
9240606,42,0.69,2018-06-02
9241147,49,0.86,2018-12-09
9242243,19,0.7,2021-04-18
9247687,1,0.01,2016-01-05
9247923,9,0.13,2016-11-03
9248239,2,0.03,2015-12-28
9249597,1,0.01,2016-01-01
9253112,17,0.24,2017-08-30
9270122,1,0.01,2016-01-03
9271742,171,2.8,2021-08-01
9273161,2,0.04,2017-05-08
9274309,25,4.87,2021-07-26
9275453,2,0.03,2015-12-13
9276634,1,0.01,2015-11-28
9277581,15,0.22,2017-12-03
9278192,105,1.75,2021-07-03
9278786,2,0.03,2015-12-13
9280902,9,0.13,2018-05-09
9282443,12,0.18,2020-01-01
9282987,4,0.06,2016-01-05
9283104,54,0.84,2017-05-07
9289159,71,1.17,2021-08-01
9291870,3,0.04,2016-06-04
9296598,1,0.02,2016-03-31
9297852,7,0.1,2017-10-29
9298825,3,0.04,2016-10-16
9298895,6,0.1,2018-01-05
9300556,4,0.07,2019-10-30
9300634,2,0.03,2016-02-22
9301647,6,0.17,2018-12-01
9301755,1,0.01,2015-12-03
9308016,1,0.01,2015-12-27
9309192,6,0.1,2017-01-03
9310959,231,3.79,2021-07-24
9313758,10,0.15,2016-03-17
9314873,5,0.07,2021-07-20
9315567,11,0.18,2016-06-27
9319688,1,0.03,2018-05-06
9324841,10,0.15,2017-06-13
9325979,148,2.85,2021-07-03
9327458,7,0.15,2018-04-01
9328578,56,0.89,2021-07-05
9329015,47,0.69,2019-12-27
9331683,1,0.01,2016-01-07
9333533,4,0.06,2016-03-20
9334086,3,0.05,2016-03-30
9334228,3,0.04,2019-12-11
9334365,1,0.01,2015-11-23
9334840,1,0.01,2015-11-11
9341144,5,1.88,2021-07-09
9343313,13,0.2,2018-02-04
9343350,3,0.04,2016-12-23
9345523,1,0.01,2015-11-14
9348923,24,0.35,2017-09-10
9349010,10,1.29,2021-04-07
9349116,1,0.01,2016-01-01
9349221,5,0.07,2016-03-21
9349950,12,0.2,2017-06-15
9350295,3,0.05,2016-11-27
9350645,3,0.04,2016-03-23
9350729,2,0.03,2016-06-11
9351006,109,1.89,2021-07-26
9355498,94,1.56,2021-07-19
9356909,26,0.88,2021-07-04
9359564,40,0.8,2020-01-26
9359933,3,0.04,2016-01-01
9360968,21,0.32,2017-11-06
9361349,6,0.1,2015-11-29
9362344,189,2.88,2021-07-23
9362527,1,0.01,2015-12-30
9365126,10,0.27,2018-09-07
9365176,10,0.15,2017-05-21
9365502,1,0.01,2015-11-17
9366256,19,0.3,2018-05-13
9366707,24,0.87,2019-06-23
9368754,2,0.03,2016-03-16
9369426,2,0.04,2017-01-01
9370370,32,0.5,2017-09-23
9370538,1,0.01,2015-11-28
9374263,68,1.13,2019-07-03
9377185,1,0.02,2016-08-08
9379983,1,0.01,2015-12-06
9380474,4,0.06,2017-07-18
9381315,1,0.01,2016-01-09
9381657,59,1.02,2021-06-20
9382195,7,0.13,2017-08-31
9383071,5,0.11,2018-09-20
9383406,84,1.4,2020-03-18
9384723,5,0.08,2016-05-24
9387120,1,0.01,2015-12-01
9387436,25,16.3,2021-07-26
9387914,1,0.01,2016-01-03
9390729,97,1.54,2019-11-19
9391430,6,0.09,2016-01-02
9392042,1,0.02,2016-08-28
9393127,86,1.48,2021-08-01
9393134,4,0.06,2017-05-29
9394266,171,2.66,2020-03-14
9396442,11,0.16,2017-12-08
9400570,7,0.39,2020-04-11
9401453,1,0.01,2015-11-21
9404707,10,0.15,2018-12-28
9404709,6,0.16,2016-10-30
9405124,1,0.01,2016-01-05
9405466,1,0.01,2015-12-14
9411467,27,0.62,2019-01-01
9411914,2,0.03,2016-01-03
9413287,1,0.01,2015-12-01
9414019,19,0.31,2017-01-02
9414496,1,0.01,2015-11-27
9414521,3,0.05,2017-01-01
9415026,1,0.01,2015-12-14
9415109,18,0.28,2016-10-30
9415828,3,0.05,2016-10-24
9416007,49,0.77,2018-09-01
9420768,17,0.36,2017-09-13
9422573,108,1.57,2021-02-15
9425357,5,0.16,2019-06-10
9425524,1,0.02,2016-10-02
9426345,8,0.12,2021-05-31
9426526,1,0.03,2018-11-14
9427331,4,0.06,2016-07-01
9427868,39,0.84,2021-07-01
9429015,4,0.06,2016-06-26
9434495,87,1.35,2021-07-06
9434513,158,2.67,2021-07-26
9434801,12,0.2,2017-07-26
9435428,1,0.01,2016-01-02
9435503,87,2.14,2021-06-01
9436038,4,0.2,2018-06-30
9443911,102,1.59,2020-02-09
9445501,5,0.07,2018-03-31
9445593,136,2.41,2020-02-06
9445789,5,0.07,2019-01-27
9447274,2,0.03,2016-01-03
9449718,37,0.59,2018-08-27
9450180,25,0.53,2021-07-27
9451597,303,4.43,2021-05-28
9451784,4,0.06,2016-03-23
9452887,86,1.33,2020-03-09
9458150,1,0.02,2016-08-23
9458704,87,1.56,2021-06-16
9459232,1,0.01,2015-12-21
9461669,20,0.94,2019-08-25
9462694,1,0.01,2015-12-06
9463039,12,0.25,2019-10-06
9464046,3,0.05,2016-04-09
9464137,15,0.22,2016-09-05
9464605,46,0.67,2021-07-21
9464835,22,0.34,2016-08-06
9471893,1,0.01,2016-01-02
9471997,1,0.02,2016-03-08
9472828,51,0.77,2020-01-26
9473492,1,0.01,2015-12-27
9473837,1,0.01,2016-01-02
9473889,18,0.26,2021-05-11
9475494,1,0.01,2015-12-27
9476449,2,0.03,2015-11-23
9476551,51,0.77,2021-07-01
9476774,4,0.07,2021-05-31
9477096,1,0.01,2015-12-21
9477359,1,0.01,2016-01-03
9477489,134,2.07,2021-05-29
9477988,11,0.17,2016-10-10
9478196,4,0.06,2016-07-20
9478370,6,0.16,2017-08-29
9479084,3,0.05,2017-01-02
9484892,2,0.03,2016-01-01
9486111,123,2.02,2020-03-12
9488756,2,0.03,2015-11-29
9489073,27,0.92,2019-11-19
9494304,8,0.2,2019-09-28
9496213,2,0.03,2015-11-22
9496372,1,0.01,2016-01-03
9505047,11,0.16,2018-11-05
9505990,1,0.02,2016-07-25
9507521,2,0.03,2016-01-01
9509148,131,3.76,2021-08-01
9509218,54,0.95,2019-06-23
9510158,57,1.13,2019-05-31
9510385,34,1.46,2021-07-19
9511490,7,0.1,2020-01-31
9511685,1,0.01,2016-01-06
9512372,13,0.19,2021-04-30
9513152,1,0.01,2015-12-28
9513278,2,0.03,2016-05-26
9513511,9,0.15,2019-06-26
9514772,2,0.03,2017-06-20
9517488,1,0.03,2018-05-21
9521704,3,0.04,2015-11-29
9523761,2,0.03,2015-12-21
9525335,2,0.03,2015-12-02
9525490,2,0.03,2016-01-03
9527971,1,0.04,2019-05-05
9528920,6,0.09,2016-01-01
9529332,133,2.0,2021-07-15
9530293,70,1.03,2019-03-07
9531437,4,0.12,2019-09-01
9533058,1,0.02,2017-04-10
9541753,1,0.02,2016-06-22
9542259,116,1.77,2019-12-10
9542827,2,0.03,2016-01-01
9543678,4,0.06,2018-10-10
9544242,63,1.86,2021-07-19
9544410,125,1.84,2021-07-20
9545059,1,0.01,2015-12-03
9545498,1,0.01,2015-11-29
9546039,115,2.25,2020-02-12
9546211,54,0.83,2017-11-24
9547920,1,0.01,2016-01-05
9548422,2,0.03,2016-05-04
9549544,2,0.03,2016-12-30
9549937,1,0.02,2016-12-10
9550485,2,0.03,2016-03-05
9550807,1,0.01,2016-01-01
9556983,18,0.3,2018-08-13
9560034,1,0.02,2016-06-06
9560398,19,0.32,2016-09-16
9562515,10,0.15,2017-04-16
9562872,119,2.35,2021-07-25
9563436,4,0.06,2016-06-04
9563868,209,3.16,2020-09-29
9563873,51,0.81,2020-02-02
9572448,1,0.01,2015-12-10
9573876,1,0.01,2016-01-02
9575567,5,0.11,2019-06-30
9575903,10,0.15,2019-11-09
9575930,23,0.56,2019-08-30
9575961,1,0.45,2021-05-31
9576230,1,0.02,2016-02-15
9576812,73,1.12,2020-04-24
9577748,1,0.01,2016-01-17
9577777,91,1.76,2019-12-01
9578325,159,2.44,2021-06-18
9585027,2,0.03,2015-12-05
9585339,5,0.07,2016-04-18
9586258,2,0.03,2015-12-28
9588828,1,0.01,2015-12-29
9589086,4,0.06,2016-08-22
9589133,2,0.03,2018-08-28
9589179,1,0.01,2015-12-30
9594892,2,0.03,2016-01-05
9596551,1,0.01,2016-01-01
9596854,30,0.54,2021-07-03
9596868,7,0.15,2017-06-08
9597031,30,0.47,2019-07-21
9603803,11,0.39,2019-06-30
9607482,7,0.1,2016-01-22
9607855,61,1.03,2017-10-22
9607995,4,0.06,2015-12-22
9609246,1,0.01,2015-12-31
9609825,15,0.23,2017-09-15
9610704,1,0.01,2016-01-05
9610982,4,0.06,2016-02-24
9612938,24,0.91,2021-07-12
9613369,1,0.01,2015-12-22
9613626,2,0.03,2015-12-16
9614224,6,0.35,2020-12-29
9614378,85,1.42,2019-12-16
9614552,4,0.06,2016-04-18
9614785,166,2.5,2021-07-20
9614969,11,0.25,2019-07-01
9615209,1,0.02,2016-08-13
9615485,5,0.08,2017-03-25
9616453,1,0.01,2016-01-06
9616729,1,0.01,2015-12-30
9617219,99,1.52,2021-06-28
9623722,68,1.05,2021-07-30
9624825,6,0.1,2016-10-14
9627513,8,0.12,2016-07-05
9628471,1,0.02,2018-01-02
9630344,5,0.08,2018-04-30
9633740,2,0.03,2017-01-04
9633920,19,0.28,2019-07-01
9634588,15,0.26,2020-09-09
9634829,3,0.04,2016-05-21
9634880,15,0.22,2018-07-27
9635223,1,0.01,2016-01-02
9635607,216,4.18,2021-07-05
9644961,3,0.04,2016-01-26
9645338,5,0.08,2017-08-04
9652413,1,0.01,2015-12-26
9652438,5,0.08,2018-07-09
9654190,2,0.03,2015-12-26
9660635,8,0.27,2019-03-25
9660751,8,0.13,2016-10-09
9662070,2,0.03,2016-07-24
9663062,3,0.05,2018-11-07
9664497,6,0.09,2017-04-14
9669305,3,0.04,2015-12-09
9675064,252,3.87,2020-03-22
9675609,9,0.19,2017-10-15
9676890,1,0.02,2016-04-02
9677744,63,1.19,2018-04-16
9677912,31,0.5,2019-10-20
9679289,1,0.01,2016-01-05
9679310,1,0.01,2015-12-13
9682617,13,0.21,2017-04-24
9682898,1,0.02,2017-01-01
9685104,35,0.58,2021-06-28
9685865,63,2.44,2021-06-29
9686167,7,0.1,2016-04-02
9691204,1,0.01,2015-12-31
9692074,1,0.01,2016-01-18
9692205,2,0.03,2017-03-10
9692740,2,0.03,2015-12-04
9694633,4,0.08,2017-04-14
9695552,4,0.06,2016-10-05
9696307,1,0.02,2016-02-14
9697749,1,0.01,2016-01-06
9698613,2,0.03,2016-01-05
9698691,2,0.03,2016-01-31
9698905,2,0.03,2017-04-23
9699559,2,0.03,2015-12-19
9705782,24,0.38,2017-07-04
9705958,4,0.06,2016-01-13
9706724,5,0.08,2017-01-01
9707498,171,2.61,2020-12-10
9707531,2,0.03,2016-03-20
9707671,19,0.57,2019-10-20
9708577,105,2.29,2021-08-01
9709428,2,0.03,2016-04-30
9710620,4,0.07,2021-02-28
9712682,145,2.23,2020-11-29
9712829,4,0.15,2019-12-26
9713048,2,0.03,2016-06-10
9713626,6,0.11,2016-09-05
9713934,5,0.08,2017-05-29
9714004,18,0.28,2017-09-08
9714870,4,0.07,2017-01-05
9715973,1,0.01,2015-12-27
9716234,146,2.94,2021-07-21
9716424,20,0.31,2019-09-10
9720768,161,2.36,2021-03-13
9720809,11,0.52,2020-01-21
9725232,197,2.94,2021-07-20
9725508,18,0.41,2021-07-31
9726143,1,0.01,2016-01-05
9728168,4,0.06,2015-12-15
9728203,1,0.01,2016-01-02
9729517,12,0.19,2018-03-23
9730117,12,0.2,2021-07-11
9730432,121,1.84,2021-07-17
9730784,5,0.07,2017-03-25
9731178,2,0.03,2016-06-27
9731739,25,0.39,2016-10-23
9732432,1,0.01,2016-01-14
9733227,4,0.06,2016-03-01
9735503,2,0.03,2016-08-06
9735931,12,0.18,2018-05-28
9735957,42,0.69,2021-07-06
9736227,4,0.06,2017-01-02
9737362,3,0.05,2016-06-26
9737840,387,5.84,2021-07-09
9740010,214,3.6,2021-06-14
9740264,19,0.28,2016-06-14
