id,number_of_reviews,reviews_per_month,last_review
27529129,9,0.25,2019-03-23
27529325,11,0.32,2019-03-03
27529458,8,0.22,2019-08-18
27532758,1,0.04,2019-06-09
27538237,98,3.1,2021-07-17
27540102,17,0.5,2019-06-06
27542205,41,1.25,2020-02-21
27542642,54,1.62,2019-12-15
27544396,55,1.58,2021-07-30
27544905,16,0.45,2021-02-28
27548651,23,0.83,2019-12-01
27549628,67,1.98,2020-09-20
27551182,1,0.05,2019-10-14
27551715,22,0.75,2019-12-09
27552717,9,0.27,2019-09-26
27552868,1,0.14,2021-01-01
27554578,6,0.17,2021-06-17
27555063,4,0.13,2018-09-09
27557992,16,0.47,2021-07-27
27569729,13,0.54,2021-06-30
27569888,44,1.26,2021-06-22
27570074,84,3.02,2021-07-18
27570295,7,0.2,2021-06-30
27570485,7,0.38,2020-12-01
27573483,1,0.03,2018-09-21
27573767,1,0.03,2018-11-04
27574050,6,0.17,2019-11-26
27579255,14,0.39,2019-11-12
27579698,7,0.2,2019-04-01
27579796,1,0.03,2018-11-04
27579844,4,0.11,2019-04-03
27580964,8,0.23,2018-10-13
27581016,81,2.32,2019-10-16
27581411,6,0.31,2020-09-28
27583185,7,0.21,2018-11-11
27583483,1,0.03,2018-08-08
27584413,190,5.71,2021-07-06
27584915,1,0.27,2021-04-14
27584957,2,0.06,2019-04-26
27585318,5,0.23,2020-08-31
27585912,4,0.11,2019-02-06
27593335,4,0.12,2019-11-11
27598172,6,0.17,2019-01-10
27598707,199,5.58,2021-07-19
27600209,14,0.61,2019-03-07
27600437,4,0.12,2021-01-27
27602003,14,0.39,2020-09-07
27602303,3,0.08,2018-09-23
27603505,5,0.14,2020-09-15
27603936,13,0.37,2019-11-01
27604639,69,2.01,2019-12-27
27606552,22,0.81,2021-07-23
27606720,12,0.34,2019-09-27
27609355,1,0.05,2019-12-07
27610245,41,1.14,2021-06-19
27610367,3,1.3,2021-07-18
27610995,14,0.4,2019-03-21
27622210,41,1.47,2020-11-01
27623260,7,0.2,2019-06-24
27623360,3,0.08,2018-08-15
27624539,2,0.06,2018-12-04
27627627,11,0.32,2021-06-12
27628195,1,0.03,2018-11-25
27628754,11,0.35,2021-07-01
27635012,30,1.54,2020-07-05
27637065,80,2.39,2021-07-27
27651236,18,0.56,2021-06-11
27654829,16,0.45,2021-07-01
27657926,2,0.06,2019-10-17
27658203,75,2.55,2021-07-01
27659540,11,0.31,2020-11-09
27662837,41,1.32,2021-05-30
27672277,10,0.39,2019-11-04
27674973,3,0.11,2018-09-25
27675173,11,0.31,2019-08-27
27676268,84,2.43,2021-08-04
27677869,13,0.37,2019-05-29
27678012,2,0.07,2019-03-30
27678632,1,0.04,2019-08-15
27681714,68,1.89,2020-11-15
27686998,1,0.03,2019-02-15
27693410,66,2.01,2021-07-14
27693532,36,1.01,2021-07-05
27695485,84,2.54,2021-08-02
27695755,58,2.13,2021-07-25
27696888,3,0.09,2018-12-07
27697284,73,2.6,2021-06-06
27697402,4,0.15,2021-05-18
27699052,1,0.03,2018-08-20
27700332,7,0.25,2020-03-14
27700366,4,0.12,2019-03-25
27700747,29,0.8,2021-07-30
27702778,4,0.11,2018-09-03
27703016,9,0.26,2018-09-29
27703666,45,1.8,2021-07-25
27705293,68,1.93,2021-06-14
27710264,5,0.14,2018-10-13
27712922,57,1.66,2021-07-12
27714862,256,7.12,2021-08-01
27720812,16,0.51,2019-05-06
27722209,3,0.11,2019-04-27
27723810,2,0.06,2018-08-26
27724217,14,0.4,2020-05-29
27725392,12,0.54,2021-08-01
27730757,47,1.49,2020-02-23
27731269,79,2.25,2021-07-31
27731372,1,0.04,2019-07-06
27733012,48,1.36,2021-07-13
27733195,7,0.21,2020-01-02
27733542,1,0.03,2018-08-29
27746387,2,0.06,2018-12-23
27751020,3,0.09,2018-11-02
27754773,62,1.77,2020-03-30
27756639,20,0.75,2020-07-06
27758562,79,2.37,2020-03-18
27759146,122,3.45,2020-03-31
27763793,29,0.89,2019-04-01
27773847,2,0.07,2019-12-09
27774740,87,4.16,2021-07-10
27776926,4,0.12,2020-09-26
27779367,2,0.09,2018-09-09
27781833,34,0.96,2020-01-01
27783586,77,2.32,2021-07-19
27784070,72,3.18,2021-07-08
27784542,18,0.7,2019-09-10
27786365,2,0.06,2019-08-05
27788826,3,0.08,2018-09-16
27795695,13,0.37,2018-10-01
27807007,100,3.95,2021-07-23
27807509,102,3.09,2020-03-09
27807645,1,0.03,2018-09-16
27808176,5,0.14,2019-01-02
27808723,71,2.49,2021-06-13
27809602,1,0.04,2019-04-30
27810474,2,0.06,2018-12-18
27810880,3,0.1,2021-04-30
27817851,59,1.69,2021-07-19
27823763,56,1.64,2021-08-01
27825381,2,0.06,2018-08-26
27827110,5,0.14,2019-01-25
27829177,5,0.98,2021-02-12
27830452,4,0.21,2019-09-01
27831402,2,0.06,2018-09-05
27833130,31,1.52,2021-07-27
27835546,5,0.16,2018-12-23
27836864,43,1.26,2021-08-01
27839683,3,0.11,2019-06-18
27840206,2,0.06,2018-09-04
27846079,57,2.06,2021-07-14
27850382,92,2.6,2021-07-13
27852410,32,6.04,2021-07-10
27852611,5,0.14,2020-01-01
27853417,7,0.38,2021-03-16
27853549,5,0.15,2018-12-31
27854483,3,0.08,2019-09-03
27863860,7,0.38,2021-07-31
27866657,117,5.15,2021-08-02
27874237,3,0.11,2021-08-02
27875571,1,0.03,2018-09-03
27875757,9,0.28,2019-05-18
27876238,13,0.36,2019-04-07
27876346,10,0.46,2020-09-22
27876980,35,1.45,2019-09-29
27889231,10,0.29,2019-09-02
27891791,32,1.22,2021-07-25
27893211,4,0.13,2019-05-27
27901304,27,1.02,2019-10-14
27903031,5,0.14,2019-11-14
27903413,4,0.11,2019-09-20
27906043,3,0.09,2019-05-27
27906346,4,0.14,2020-01-02
27906951,13,0.37,2018-12-27
27910083,2,0.24,2021-05-31
27910595,166,6.07,2021-07-27
27919104,20,0.84,2021-05-10
27920036,4,0.12,2018-11-25
27922561,32,0.94,2019-10-15
27923071,8,0.31,2021-06-24
27923577,51,1.56,2021-08-02
27924639,5,0.14,2018-12-10
27925378,22,0.87,2021-07-25
27927068,21,0.78,2019-09-15
27927147,18,0.54,2019-11-10
27928809,14,0.51,2020-02-18
27930717,3,0.09,2018-09-09
27933214,114,4.22,2021-07-22
27933429,4,0.16,2021-06-20
27933916,3,0.09,2019-09-01
27935369,2,0.06,2018-12-02
27936288,30,0.85,2019-11-24
27948294,69,2.47,2020-01-20
27949286,16,0.45,2018-11-23
27949503,14,0.41,2019-05-19
27952742,50,1.4,2021-06-13
27953232,1,0.75,2021-06-26
27953534,1,0.24,2021-04-01
27953771,78,2.25,2021-06-27
27955820,14,0.4,2018-12-30
27956646,20,0.59,2021-07-17
27956689,6,0.18,2018-09-09
27958130,1,0.03,2018-10-31
27959826,4,0.17,2019-07-24
27960021,7,0.2,2021-06-14
27961870,13,0.4,2020-01-12
27963195,44,1.3,2019-10-28
27964166,166,4.71,2021-08-01
27965166,3,0.09,2020-07-13
27965586,3,0.09,2019-01-01
27965802,24,0.67,2019-02-02
27966667,30,1.4,2019-12-15
27967580,5,0.25,2019-07-27
27967600,7,0.2,2021-07-01
27967621,84,3.42,2021-07-26
27978240,13,0.4,2019-02-08
27981955,8,0.26,2019-10-14
27982303,8,0.25,2021-04-11
27984123,3,0.13,2019-11-02
27986922,5,0.26,2018-12-30
27987152,7,0.2,2019-11-02
27987391,5,0.26,2020-10-02
27988990,2,0.06,2018-11-03
28001559,117,3.46,2021-07-26
28002981,2,0.06,2018-10-02
28004429,5,0.14,2019-06-11
28008005,1,0.03,2018-09-28
28009721,7,0.27,2019-05-19
28010820,22,0.62,2019-11-04
28011483,17,0.52,2021-07-20
28011594,82,2.43,2021-07-26
28011840,223,6.37,2021-07-18
28012942,76,2.68,2021-06-14
28014073,7,0.26,2021-07-25
28014366,5,0.14,2019-07-29
28014733,6,0.24,2021-06-30
28014842,15,0.45,2021-06-19
28015516,11,0.32,2019-11-30
28021392,1,0.03,2018-12-31
28031322,80,2.31,2021-07-31
28032779,54,1.67,2021-07-11
28033814,3,0.08,2018-09-08
28041818,148,4.55,2021-07-12
28042014,132,4.02,2021-01-20
28042224,25,1.11,2021-07-20
28044485,19,0.85,2021-07-01
28045230,103,2.99,2019-12-08
28045724,1,0.03,2018-09-04
28046416,7,0.2,2019-02-16
28047046,11,0.52,2020-02-13
28049432,81,2.3,2020-07-27
28050441,86,2.62,2021-07-25
28050688,7,0.2,2019-10-06
28053065,77,2.26,2019-12-30
28053907,33,1.05,2019-12-29
28053933,47,1.73,2019-12-18
28054901,66,2.02,2020-03-30
28054965,26,0.95,2021-07-18
28055277,78,3.61,2021-08-02
28071460,2,0.08,2018-08-29
28073918,5,0.19,2019-10-15
28075828,6,0.18,2018-12-02
28076544,1,0.03,2018-10-13
28078505,2,0.06,2018-11-03
28081224,15,0.67,2019-12-29
28081782,47,1.33,2021-07-01
28082095,76,2.22,2021-07-25
28082234,1,0.03,2018-09-03
28084157,89,2.71,2021-07-31
28085121,3,0.15,2021-07-31
28089652,20,0.82,2021-03-31
28096425,5,0.22,2021-07-24
28100131,48,1.72,2021-03-03
28100877,69,2.25,2020-01-19
28101132,3,0.09,2018-10-09
28102752,14,0.6,2019-12-16
28105430,3,0.08,2018-10-02
28108524,3,0.15,2019-08-27
28108773,1,1.0,2021-07-12
28121595,5,0.2,2021-03-31
28123818,150,4.22,2021-07-26
28125509,105,2.97,2020-03-03
28126356,3,0.08,2020-03-14
28129366,14,0.41,2020-01-03
28129565,31,0.9,2019-04-06
28129668,5,0.16,2019-10-14
28129768,15,0.44,2018-12-25
28130502,62,2.83,2020-07-04
28131065,79,3.28,2020-09-07
28131704,6,0.19,2020-01-04
28133596,19,0.86,2019-12-31
28133914,30,1.08,2019-12-28
28135177,4,0.11,2019-05-13
28136160,6,0.27,2020-03-09
28137157,4,0.21,2019-10-15
28137623,3,0.09,2019-10-14
28138470,31,1.31,2021-07-31
28151027,44,1.67,2021-07-29
28152851,2,0.06,2018-12-09
28155197,73,2.32,2021-07-27
28158237,29,0.83,2021-07-05
28159221,33,1.01,2019-12-09
28160221,53,2.48,2020-12-26
28162058,28,1.04,2021-05-30
28164678,13,0.46,2019-06-08
28165121,58,2.17,2020-09-06
28179447,70,2.06,2019-12-14
28181243,2,0.06,2018-11-06
28181575,1,0.04,2019-09-24
28181827,10,0.29,2019-12-30
28184001,21,0.85,2021-07-11
28184199,2,0.06,2018-10-07
28185576,2,0.06,2018-10-08
28186096,17,0.83,2021-07-31
28188131,25,0.76,2021-07-05
28195740,17,0.5,2018-11-24
28197084,5,0.2,2020-10-11
28200288,41,1.49,2021-05-09
28202825,96,2.84,2020-03-09
28204876,57,1.62,2020-02-17
28205535,12,0.35,2020-01-18
28206135,15,0.83,2020-11-22
28206177,6,0.17,2019-09-14
28206615,45,1.44,2020-03-08
28208166,5,0.87,2020-09-30
28217921,6,0.23,2020-01-01
28219460,101,3.2,2021-07-18
28221379,49,1.55,2021-07-31
28221653,11,0.39,2019-05-16
28222556,4,0.17,2021-06-26
28224871,8,0.24,2019-05-09
28230753,12,0.36,2019-12-19
28240916,25,0.71,2019-12-15
28247510,2,0.07,2019-11-13
28250925,17,0.5,2019-07-28
28251042,8,0.23,2019-11-03
28252786,33,1.19,2020-02-20
28253864,8,0.23,2019-01-18
28261992,5,0.14,2018-09-16
28270998,12,0.38,2021-07-09
28272634,62,1.93,2020-02-28
28275375,1,0.03,2018-10-06
28277122,2,0.06,2019-01-02
28277212,46,2.23,2020-02-08
28277480,51,1.55,2019-08-17
28284019,5,0.14,2018-10-24
28285760,101,3.02,2020-03-08
28285795,6,0.24,2019-10-20
28286395,31,0.91,2019-09-03
28286952,6,0.17,2019-12-08
28287653,5,0.15,2019-12-01
28290447,17,0.58,2019-04-25
28298437,10,0.29,2019-03-11
28298976,35,1.09,2019-12-13
28310699,69,1.97,2021-07-26
28311763,5,0.24,2020-10-24
28312177,57,2.08,2021-07-23
28312520,121,5.3,2021-07-29
28312557,8,0.24,2018-12-17
28313356,1,0.03,2018-12-04
28314565,74,2.14,2021-07-19
28314576,6,0.19,2020-01-04
28314777,54,5.68,2021-07-10
28316936,33,0.97,2020-03-09
28324221,20,0.81,2021-01-31
28329076,6,0.17,2021-06-27
28333941,4,0.13,2018-09-30
28334760,92,2.7,2021-04-16
28335031,7,0.2,2019-03-18
28337493,11,0.31,2019-12-11
28338110,7,0.2,2019-01-18
28339611,2,0.06,2019-01-04
28339747,1,0.05,2019-10-13
28340136,4,0.12,2019-09-01
28340434,3,0.09,2019-10-13
28340606,4,0.11,2019-10-07
28340698,17,0.5,2019-03-06
28343300,1,0.03,2018-10-05
28344462,63,2.51,2021-06-28
28344992,70,1.99,2020-03-01
28346019,2,0.06,2019-03-03
28346829,79,2.33,2021-07-05
28358001,18,0.57,2019-07-08
28359765,1,0.04,2019-06-13
28359897,141,4.15,2020-04-17
28360016,76,2.3,2020-02-21
28364513,45,1.86,2020-01-02
28366610,30,0.85,2021-05-31
28366887,10,0.51,2021-08-01
28367520,187,7.1,2021-07-20
28368234,12,0.35,2020-08-10
28368678,102,3.06,2021-04-03
28369307,56,1.6,2019-12-16
28369552,15,0.42,2021-04-08
28369648,1,0.16,2021-02-01
28379264,104,3.04,2021-07-25
28385105,7,0.24,2020-12-19
28387362,4,0.11,2018-10-01
28388724,9,0.26,2019-02-24
28389772,47,1.64,2019-12-29
28391512,94,4.09,2021-07-04
28391967,5,0.26,2021-06-05
28392603,78,2.3,2020-03-12
28400092,7,0.21,2019-12-07
28406990,9,0.26,2019-06-09
28408938,6,0.17,2021-07-01
28408961,2,0.06,2018-10-09
28411594,3,0.09,2019-06-06
28412322,77,2.24,2021-07-02
28412973,5,0.14,2018-10-24
28417682,19,0.54,2021-07-01
28418722,44,1.54,2020-03-01
28424657,24,0.71,2019-12-23
28426648,94,3.55,2021-07-25
28427324,3,0.09,2019-09-01
28428225,3,0.12,2019-10-01
28430103,3,0.09,2019-08-26
28430186,32,1.02,2021-07-17
28431690,2,0.06,2019-02-23
28431734,7,0.22,2019-01-08
28432725,1,0.05,2019-10-31
28433202,40,1.5,2021-08-01
28436441,7,0.2,2019-09-15
28437669,6,0.18,2018-12-30
28438004,2,0.06,2018-09-14
28438216,8,0.24,2019-05-22
28438408,13,0.41,2019-11-08
28438576,3,0.09,2020-01-05
28438751,125,3.99,2021-07-26
28441716,7,0.21,2019-07-14
28443430,6,0.19,2019-09-15
28454118,6,0.21,2019-01-02
28456148,23,0.67,2020-09-28
28459635,3,0.09,2019-05-04
28461232,6,0.27,2018-11-11
28461316,2,0.06,2019-01-01
28462562,59,2.07,2020-03-21
28462669,13,0.39,2019-11-30
28462811,108,3.28,2021-08-04
28463327,40,2.05,2020-03-21
28464743,65,2.36,2020-01-19
28464767,41,1.2,2020-03-07
28464787,3,0.13,2021-05-31
28466730,84,2.39,2021-08-03
28483571,61,2.05,2021-07-05
28487536,24,0.7,2020-01-31
28489062,58,2.09,2021-07-25
28490526,80,2.6,2021-08-01
28491645,55,1.65,2019-08-10
28494807,24,0.86,2019-08-16
28495328,14,0.41,2019-01-01
28497028,8,0.34,2021-05-30
28500619,41,1.63,2020-02-23
28506359,37,1.26,2020-06-21
28510946,8,0.35,2021-08-03
28513774,76,2.77,2021-08-02
28514974,5,0.16,2021-07-15
28517278,27,1.18,2021-06-14
28518077,10,0.3,2019-06-22
28519623,126,3.61,2020-03-11
28519821,3,0.09,2019-09-03
28520096,5,0.14,2018-11-27
28520183,15,5.11,2021-07-23
28521841,2,0.06,2018-09-27
28526676,75,2.25,2020-02-08
28532378,18,0.66,2021-07-27
28536037,1,0.06,2020-04-20
28536219,8,0.24,2018-11-25
28538516,11,0.32,2018-12-29
28539464,13,0.38,2019-06-09
28540662,15,0.44,2019-10-14
28541768,37,1.71,2021-08-01
28559951,88,2.8,2021-07-17
28560837,127,5.04,2021-06-26
28561195,1,0.03,2019-01-02
28561620,44,1.35,2019-08-25
28561904,30,0.98,2021-06-23
28565170,46,1.37,2020-02-28
28574888,53,1.8,2021-07-15
28578651,2,0.06,2020-12-20
28581130,4,0.12,2019-07-10
28583186,49,1.72,2021-08-01
28583593,4,0.23,2021-07-28
28584877,5,0.14,2018-10-16
28585042,28,1.13,2020-02-09
28585119,8,0.27,2020-01-01
28587071,74,2.27,2021-07-29
28587227,86,2.63,2021-07-22
28600360,89,4.58,2021-08-03
28606263,1,0.03,2019-02-04
28606376,16,0.49,2020-02-23
28607153,4,0.16,2020-02-18
28608920,22,0.93,2021-07-31
28609762,1,0.03,2018-12-22
28610383,5,0.36,2021-01-07
28611271,33,1.53,2021-07-18
28613110,113,3.58,2020-03-15
28614707,4,0.12,2019-12-29
28616009,62,2.27,2020-02-09
28625897,41,1.18,2019-09-09
28626699,1,0.03,2018-09-29
28631715,7,0.25,2020-01-01
28632837,2,0.24,2020-08-31
28634470,6,0.18,2018-12-10
28635035,29,1.14,2021-07-11
28635287,46,1.34,2021-05-17
28637994,3,0.09,2018-10-10
28638376,52,1.9,2021-07-09
28638855,8,0.24,2018-12-16
28641018,48,1.46,2021-07-18
28641288,3,0.09,2018-11-15
28644822,19,0.55,2020-03-01
28647979,3,0.13,2020-07-18
28658731,1,0.04,2019-05-04
28659175,1,0.17,2021-02-05
28659894,8,0.25,2021-01-01
28660068,1,0.04,2019-10-01
28660257,3,0.12,2021-01-09
28660377,2,0.06,2019-09-28
28661332,1,0.04,2019-08-22
28661542,3,0.09,2021-01-31
28661704,2,0.07,2019-06-30
28663593,5,0.14,2018-12-09
28667823,23,1.07,2021-04-22
28668546,18,0.52,2019-09-30
28671495,1,0.07,2020-05-19
28680058,3,0.09,2019-12-31
28680576,107,3.17,2021-07-20
28680995,42,1.23,2019-08-18
28682647,60,1.76,2020-05-01
28690074,149,4.38,2021-06-18
28690364,37,1.3,2021-07-23
28692232,82,2.81,2021-07-24
28695405,1,0.03,2018-10-08
28697997,1,0.04,2019-06-29
28698113,19,0.55,2021-08-02
28699232,1,0.44,2021-05-29
28699887,4,0.28,2021-01-20
28703204,3,0.09,2019-12-30
28711792,67,2.53,2021-07-18
28713390,3,0.09,2018-11-07
28713500,16,0.86,2021-07-04
28715201,7,0.24,2021-02-23
28715332,15,0.44,2021-06-05
28715589,16,0.49,2019-12-12
28716187,15,0.49,2020-02-05
28721676,4,0.13,2019-10-20
28721911,8,0.23,2021-06-20
28722807,57,2.23,2019-09-23
28730408,74,3.47,2021-07-19
28731208,4,0.12,2020-01-13
28736904,207,6.09,2021-07-21
28737860,8,0.27,2020-01-01
28738642,24,0.91,2020-07-17
28740981,22,0.67,2020-02-23
28741369,26,0.78,2019-11-03
28751496,11,0.41,2019-10-28
28754650,32,0.98,2019-07-01
28757780,12,0.37,2018-11-25
28757927,7,0.21,2019-05-22
28760070,2,0.06,2019-10-15
28760189,28,0.82,2020-10-19
28761735,2,0.1,2019-10-15
28762323,4,0.12,2021-07-26
28763093,10,0.38,2019-12-01
28775021,3,0.09,2018-11-26
28778214,16,0.57,2020-03-10
28778501,1,0.03,2018-09-25
28779353,95,3.33,2020-06-20
28779900,12,0.35,2020-08-03
28782669,44,1.32,2020-01-19
28784880,172,4.96,2021-07-11
28785091,1,0.03,2018-12-04
28785361,14,0.44,2021-07-18
28786315,14,0.44,2019-10-31
28786900,2,0.06,2018-12-27
28794872,39,1.31,2020-06-21
28801345,7,0.21,2019-05-22
28801976,41,1.3,2021-08-03
28803718,7,0.22,2019-10-28
28812837,1,0.03,2018-10-28
28817246,2,0.06,2019-07-06
28817364,64,2.01,2021-07-11
28831635,6,0.18,2019-08-15
28833297,167,5.01,2021-07-25
28833807,4,1.82,2021-07-30
28834703,208,7.85,2021-07-26
28835678,5,0.15,2019-02-24
28836267,4,0.12,2019-05-31
28838614,59,2.35,2020-02-16
28838673,107,3.18,2021-07-27
28838875,9,0.32,2019-08-26
28840281,1,0.03,2018-09-27
28841259,10,0.41,2020-03-10
28843143,16,0.48,2018-12-17
28846489,61,1.87,2020-03-03
28856920,1,0.03,2018-12-31
28859648,4,0.13,2018-10-14
28864263,13,0.38,2021-07-02
28867268,5,0.15,2018-11-12
28867326,14,0.41,2020-01-02
28867577,62,2.1,2021-07-17
28872377,8,0.28,2020-08-25
28881114,5,0.22,2019-12-16
28888147,65,2.43,2019-12-28
28891043,8,0.25,2021-06-27
28891434,93,2.74,2021-07-22
28891558,6,0.19,2021-07-01
28893365,54,3.13,2020-02-23
28896148,27,0.8,2021-07-05
28896237,23,0.67,2020-05-23
28897533,2,0.07,2019-07-28
28897932,46,1.33,2020-03-08
28901045,10,0.36,2020-02-18
28901091,100,3.58,2021-08-03
28908658,2,0.08,2020-04-01
28910248,174,5.32,2021-07-25
28910899,2,0.06,2018-10-15
28911775,26,0.77,2020-01-19
28911830,2,0.08,2019-05-19
28911924,63,2.12,2021-07-25
28912358,21,0.74,2019-12-09
28912768,5,0.16,2020-07-30
28913606,5,0.15,2021-05-21
28913683,13,0.38,2019-03-15
28919516,17,0.54,2020-04-19
28919609,1,0.03,2018-10-14
28931117,3,0.09,2018-10-13
28932466,9,0.27,2020-01-01
28933616,3,0.09,2018-11-04
28936557,16,0.65,2019-06-02
28936795,3,0.09,2019-11-26
28938342,129,3.86,2021-08-01
28940025,45,2.42,2021-04-05
28940279,1,0.03,2018-12-14
28940952,110,3.28,2021-07-16
28941290,3,0.1,2020-09-01
28941710,86,2.55,2021-07-16
28941898,21,0.72,2021-01-19
28950019,2,0.07,2019-04-29
28952183,6,0.18,2018-11-16
28952972,3,0.12,2021-07-17
28954400,1,0.03,2018-10-27
28958325,5,0.15,2018-11-18
28959854,16,0.93,2021-06-11
28960455,47,1.73,2019-09-22
28960497,10,0.3,2018-12-09
28961919,12,0.36,2020-02-09
28963068,166,4.95,2021-07-21
28964081,1,0.03,2019-01-01
28964397,15,0.45,2019-08-07
28965064,3,0.09,2018-10-14
28965609,22,0.96,2021-07-11
28966707,6,0.19,2018-12-21
28971865,9,0.39,2021-07-26
28972637,4,0.39,2020-05-25
28978145,53,1.99,2021-04-20
28980678,26,0.83,2018-12-23
28985708,48,2.12,2020-10-12
28985951,5,0.15,2019-04-29
28986683,3,0.16,2021-02-28
28986807,2,0.1,2021-06-02
28987503,4,0.12,2018-11-09
28989914,43,1.3,2021-06-20
28991221,1,1.0,2021-07-23
28992518,11,0.34,2019-07-07
29005507,22,0.78,2020-07-05
29008272,15,0.5,2019-10-28
29008767,39,1.2,2021-07-12
29012259,4,0.21,2019-11-05
29014353,6,0.18,2021-01-31
29015079,42,1.38,2021-07-19
29016112,85,2.74,2021-07-19
29016146,19,0.65,2020-12-28
29016907,19,0.7,2019-09-03
29025649,5,0.18,2019-05-31
29025777,4,0.2,2018-10-12
29031435,3,0.09,2018-12-09
29031768,2,0.06,2018-12-02
29034966,187,6.95,2021-07-18
29035989,38,1.17,2021-07-17
29036763,2,0.08,2019-07-07
29037141,11,0.33,2019-04-21
29037588,34,1.0,2019-12-28
29038532,89,2.72,2020-12-22
29038655,12,0.52,2021-07-03
29041626,3,0.11,2019-05-18
29051948,8,0.25,2021-07-07
29054423,45,1.61,2021-07-31
29054576,24,0.74,2020-08-26
29054973,57,2.1,2020-09-07
29055747,38,1.19,2021-06-04
29056566,35,1.46,2020-04-21
29058075,3,0.1,2021-07-23
29073462,3,0.09,2018-12-05
29074233,147,6.08,2021-07-24
29075468,69,3.57,2021-07-21
29075705,113,3.46,2021-07-16
29075810,20,0.58,2021-01-31
29077027,4,0.17,2019-10-13
29079293,75,2.72,2021-08-03
29081547,69,2.07,2021-07-07
29082508,23,0.86,2021-03-14
29083751,33,1.01,2019-09-14
29093302,3,0.09,2018-11-14
29095078,10,0.32,2019-05-02
29095217,65,2.05,2021-03-20
29096295,5,0.15,2019-01-09
29096400,8,0.25,2021-03-31
29097472,5,0.18,2021-06-14
29100541,132,3.86,2021-07-11
29102760,56,2.48,2021-07-14
29103450,3,0.1,2018-12-23
29104053,1,0.03,2018-12-14
29105563,37,1.37,2021-01-15
29107308,4,0.12,2018-12-09
29117643,40,1.32,2021-03-15
29119411,14,0.41,2020-01-05
29124172,10,0.32,2019-04-23
29124414,12,0.62,2021-04-11
29124476,103,3.04,2021-07-23
29131447,6,0.18,2018-12-02
29135220,10,0.35,2019-05-27
29144832,10,0.29,2019-02-01
29148550,9,0.36,2021-05-28
29149377,2,0.06,2019-01-06
29149612,43,1.72,2020-10-26
29152320,23,0.93,2021-07-25
29152899,28,0.86,2020-04-02
29153170,35,1.52,2020-07-13
29153508,9,0.29,2019-11-10
29158689,42,1.25,2021-07-18
29159920,23,0.81,2019-10-12
29165823,35,1.06,2021-05-31
29167257,75,2.51,2021-07-25
29168569,1,0.14,2020-12-26
29170953,4,0.16,2021-06-18
29174021,35,1.05,2020-01-01
29180542,55,1.64,2021-07-05
29181179,16,0.51,2021-08-02
29181449,3,0.09,2018-11-12
29181504,9,0.33,2019-05-30
29184419,25,1.12,2020-01-15
29184626,90,3.74,2021-07-31
29189777,130,4.3,2021-08-03
29202087,11,0.34,2019-02-01
29203530,10,0.5,2020-11-07
29203845,34,1.08,2019-12-26
29205817,43,1.58,2021-01-03
29209379,3,0.12,2018-12-01
29209396,43,1.54,2019-10-21
29210994,3,0.1,2019-07-08
29213095,3,0.12,2020-01-06
29213886,6,0.19,2019-07-02
29215351,58,1.9,2021-07-07
29215541,4,0.16,2019-10-20
29216706,205,6.31,2021-07-19
29220176,58,1.81,2021-05-09
29220437,82,2.96,2021-07-25
29222825,2,0.09,2018-11-05
29225417,1,0.03,2019-01-31
29230470,52,2.08,2021-07-30
29231873,13,0.45,2020-01-01
29231943,3,0.09,2018-10-28
29232638,1,0.03,2018-12-16
29237220,24,1.12,2021-07-14
29237561,7,0.21,2019-06-09
29237692,11,0.41,2020-02-16
29237852,10,0.3,2019-07-01
29242564,52,1.9,2020-02-17
29242599,15,0.64,2021-07-30
29243499,24,0.76,2021-07-31
29253322,13,0.42,2019-05-27
29256134,10,0.54,2019-08-25
29256229,16,0.74,2021-07-26
29256358,73,2.74,2021-07-09
29259580,26,1.11,2019-09-22
29260051,103,3.69,2021-07-25
29261640,34,1.17,2021-08-03
29262039,68,2.41,2021-06-14
29264282,9,0.39,2020-06-17
29269102,16,0.7,2019-10-14
29275537,7,0.22,2019-01-27
29280869,29,1.02,2020-03-09
29281115,84,3.01,2021-07-24
29281407,5,0.22,2021-07-11
29283634,4,0.12,2019-09-02
29285414,4,1.79,2021-07-03
29293564,3,0.1,2019-12-31
29294153,2,0.07,2020-02-08
29295665,1,0.04,2019-04-17
29298335,15,0.48,2019-06-29
29299404,14,0.55,2019-08-07
29301424,9,0.27,2020-01-11
29301889,6,0.28,2019-10-02
29303036,6,0.18,2019-05-17
29303639,3,0.13,2019-01-02
29304787,47,1.78,2021-07-21
29305952,64,2.87,2021-01-16
29307957,14,0.42,2019-10-12
29309886,1,0.11,2020-10-31
29310070,2,0.08,2019-08-31
29313128,1,0.03,2018-12-31
29313398,1,0.12,2020-12-04
29313881,11,0.32,2021-02-27
29316421,9,0.29,2019-05-15
29317721,30,1.04,2021-02-02
29320258,6,0.2,2020-02-14
29320834,2,0.06,2018-12-10
29331191,1,0.67,2021-06-21
29331513,13,1.81,2021-07-01
29333330,15,0.54,2019-08-11
29336346,41,1.38,2021-07-19
29336922,13,0.41,2018-12-25
29338559,15,0.55,2019-09-13
29339032,11,0.5,2019-12-14
29340028,1,0.05,2019-10-29
29341918,33,1.02,2019-11-29
29351570,9,0.33,2020-09-24
29356679,12,0.45,2021-06-20
29359092,93,2.85,2020-04-20
29364445,10,0.32,2019-10-21
29367388,12,0.44,2020-02-16
29384622,57,1.95,2020-03-16
