,id,name,host_id,price,minimum_nights
17579,32747283,Airport crash pad,80797299,20,30
17580,32747955,"Single or Couple Modern room , Near Manhattan",203890641,75,2
17581,32749511,Bnb(30 day minimum),246290852,55,30
17582,32750384,"Huge, Sunny Room in 3k sq ft Brooklyn Townhouse",62803,60,14
17583,32759322,Enjoy the flavor of Spanish Harlem's rich culture.,160187991,50,30
17584,32770241,Spacious Sunnyside Room. Lots of Natural Lights.,137358866,53,30
17585,32777169,Beautiful Bedroom in Manhattan,53725579,52,1
17586,32779148,HUGE Beautiful Brooklyn Loft,1135032,45,60
17587,32785169,2 Bedroom Refuge with Private Bath & Living Room,20433973,133,1
17588,32785270,Upper Eastside Roof  Apartment,1786901,75,30
17589,32785423,Beautiful Apt in a Park Slope Brownstone & Brick,3040104,170,2
17590,32786031,Dream apartment facing Prospect Park,10783378,174,30
17591,32789340,Cozy West Village Apartment,9746153,170,2
17592,32790345,Private cozy room By Yankee stadium,246666261,80,80
17593,32792802,Cozy East Side Sweet Spot with lots of Character,5861806,150,30
17594,32792849,Private half bath in Manhattan NEW construction,19303369,48,30
17595,32795950,Spacious Room in Beautiful Private House,246717334,55,1
17596,32798710,TW #5 Private Rm- 1st Fl. Queen Bed  1 to 2 Guests,211136294,61,2
17597,32799550,TW#7 Private Room Full Size Bed 1 Guest Only,211136294,55,2
17598,32801214,TW #6 Queen Bed plus Double Day Bed 1 to 3 Guests,211136294,87,2
17599,32802231,"Perfect, charming apartment on Upper East Side",29602688,160,30
17600,32803072,Small Room In Single Room Occupancy,244819285,105,50
17601,32805276,Private room close to the Central Park,154843406,58,30
17602,32805414,Stylish King w/ Breakfast Located in Times Square,244370442,1016,1
17603,32806789,✳ Spacious & Bright ✳ City Sanctuary Amid Hip Area,246791914,200,30
17604,32806998,Perfect one-bedroom in the best location possible.,121180167,99,5
17605,32808169,"3-Bedroom Townhouse in Bed-Stuy, Brooklyn.",4606577,210,30
17606,32808836,Slice of New York. Enjoy Ethnicity and culture,246806787,90,2
17607,32809387,The cutest little bungalow in Rockaway!,45364547,364,2
17608,32816064,Brand new Luxury apartment in a Luxury building,69426967,250,30
17609,32818195,HUGE Private Union Square/East Village Apartment,246886799,200,2
17610,32818383,Cozy clean quiet room with lock and key #1,146132198,50,2
17611,32819286,"Simple,clean,cozy room with lock and key #2 ,",146132198,53,2
17612,32820849,Beckoning ”Bed-Stay” 2 BR Suite in Bed-Stuy,96311058,160,3
17613,32820888,Spacious Private Studio Apt in Brooklyn near train,41330382,79,3
17614,32822073,Cozy apartment w/ Magnificent View!,246422621,86,30
17615,32835357,4mins to Manhattan Bound 7train; 10mins to LGA (1),149292557,60,2
17616,32839377,Spacious and peaceful Park Slope apartment!,2370813,139,2
17617,32840500,Cozy and Modern Bedroom in Williamsburg,55025690,48,30
17618,32841311,Unique,41941061,155,1
17619,32842295,Beautiful bedroom and full bathroom,233227636,40,30
17620,32844072,Entire Apartment w/ balcony 5 min from LGA.,80933709,68,5
17621,32844588,"2 Single Beds near Times Square, Theaters, & More",244370442,1015,1
17622,32845010,Private 2 Bedroom APT Close to City & Expressway.,139238261,93,3
17623,32845331,Brooklyn sun kissed studio apartment!,242924411,127,1
17624,32845516,Brooklyn stylish studio apartment!,242924411,117,1
17625,32847003,IVORY COAST ROOM Is your home away from home,145878384,65,5
17626,32847146,Perfect For Long/Extended Stay!,37703550,51,1
17627,32848199,"Cozy, Confortable and Nice place in Bay Ridge",246910562,48,1
17628,32854456,Cozy Clean Clutter-free 2 Bedroom Apartment,22171095,139,31
17629,32857378,Brooklyn chic studio apartment!,242924411,125,1
17630,32857674,Brooklyn modern studio apartment!,242924411,131,1
17631,32857918,Classic Hells Kitchen Haven,129047499,90,30
17632,32858018,Brooklyn charming studio apartment!,242924411,131,1
17633,32858895,Live like a true New Yorker!,8454981,175,30
17634,32859066,Bedroom & common area w/ private back yard.,171636572,76,3
17635,32860008,Bed-Stuy townhome ideal for families/entertaining,10283936,250,25
17636,32860541,East Village - Cozy 1 Bedroom- great location :),16279317,175,30
17637,32861073,San Carlos Hotel Executive Junior Suite- up to 4,173685298,294,1
17638,32865732,Park views and city fun,11175,99,30
17639,32872356,BEST SIDE OF BED-STUY,345047399,70,1
17640,32873781,Bed-Style! One bedroom apt. in trendy neighborhood,211280779,120,2
17641,32876527,"Cozy place to stay, 30 min away from Manhattan.",71968525,50,3
17642,32886967,Comfortable Single Room - 15min Manhattan,203890641,39,2
17643,32890299,MALE or COUPLE can ride free ferry manhattan&back!,244544373,110,1
17644,32890591,Large Room in a Manhattan Shared Apt,247446830,75,3
17645,32894678,Brooklyn Awesomely Huge and Hip Apartment,9864136,60,30
17646,32894721,Cozy NYC!!!,206695257,68,1
17647,32898133,★ Pvt Room in 4BR Duplex ★ Laundry Yard ★ Room D,49164956,34,60
17648,32900964,"Awesome location, Full of light loft in Brooklyn",5557073,100,30
17649,32901262,"Chabla Residence. The perfect stay, when away",247538066,323,3
17650,32913140,Light Filled Loft Overlooking the Park,5519122,200,30
17651,32915763,Luxurious Family apartment-20min to Manhattan,247644516,190,7
17652,32917917,Private room for rent in crescent east New York,247662050,100,30
17653,32918155,Modern Cozy-4mins to 7train; 30mins to City (3),149292557,69,2
17654,32922087,Private Bedroom in Manhattan,53725579,62,1
17655,32923358,"Guest Room in a Warm, friendly Artist's Home",11018124,155,30
17656,32933643,Spacious Studio in the UES 94th st (30 days MIN),159598333,99,30
17657,32935473,Private room in Astoria...,90043913,150,30
17658,32939925,Historic Home near JFK/LGA- Private dining options,33832598,295,2
17659,32940047,"Bright, spacious bedroom with adjacent study",97853468,45,5
17660,32940382,"Cozy room in bright, spacious apartment",97853468,40,15
17661,32940875,3blocks to 7 train-30mins to City Exploration (4),149292557,69,2
17662,32942632,Jackson Heights coziest private room,229637274,35,30
17663,32943558,"TAO's Cozy Empire in Brooklyn, NY (One Female)",205151601,60,30
17664,32943764,Two Bedrooms Tonhouse,247900596,295,1
17665,32957830,Stylish Room 3,248021206,55,30
17666,32964403,Entire Private Apt (2 BRs includes 1 Bath & Kit),67132329,228,30
17667,32978570,Large bedroom with 200SF outdoor patio,97853468,45,5
17668,32986532,Warm and welcoming studio in heart of Chinatown!!!,243501721,143,1
17669,32986796,Furnished private room 5 minutes from Subway,141547523,59,3
17670,32990282,Cozy 1BR APT in the heart of Astoria,30698503,115,30
17671,32991664,Private room with a balcony on the water,161135042,200,30
17672,32992390,Private Room with Own Entrance in Williamsburg!,48086821,65,30
17673,32992438,UWS sunny private room Columbia UNi&Central park,248314431,92,3
17674,33005220,Stay with a Living New York City Artist!,248404100,125,1
17675,33010488,Quiet Oasis Near Central Park,13833292,318,7
17676,33011936,Mid century comfort,20983,65,30
17677,33012494,RAVENWOOD: Modern Hipster Retreat in Williamsburg,196273418,128,3
17678,33014255,Spacious comfy apt near L/G/J/M with covered patio,53632978,185,30
17679,33016711,30mins to City: 2 bathrooms: 7train 3 Blocks,149292557,69,1
17680,33020012,Spacious duplex condo in perfect Brooklyn location,8260004,125,4
17681,33033520,Madison Ave Bright Gem,6654682,300,10
17682,33035865,NEW TOP FLOOR APT. IN BUSHWICK PRIME LOCATION,130279,85,30
17683,33035945,Private hotel room in the heart of Times Square,4342052,299,30
17684,33038028,Aiden’s Red Door @ Crown Heights,32418402,65,2
17685,33040208,Stunning apartment in Williamsburg !,24520756,110,30
17686,33044053,"Stay at the ""Claudette"" guest room in SoHa",70506007,95,2
17687,33046019,Brand New Upper East Living,61391963,120,30
17688,33046604,Brand New BK Duplex in the Center of it All!!!,65613634,547,2
17689,33046921,Prime NYC Studio Apt,248730507,135,30
17690,33047652,Brooklyn Private room in Ridgewood # 1,161863161,120,2
17691,33047896,Charming and homie Sunnyside apartment,3141293,80,30
17692,33049409,"Spacious 2 Bedroom Apartment in Flatbush, Brooklyn",95320637,90,30
17693,33049970,Cozy room in BK -FEMALE ONLY,77698412,40,30
17694,33050172,UWS - Pre-War Building- Large space,29461390,120,2
17695,33055126,Cute Private Place on Time Square,248788151,75,12
17696,33061311,Decatur street Limestone an Urban Zen  experience,7289570,130,4
17697,33069506,Large Chelsea Bedroom!,130476089,83,30
17698,33077121,Bright and Spacious Queens Townhouse,4037192,150,30
17699,33085491,Modern and Spacious Brooklyn Apartment,88497114,150,30
17700,33089083,Chic 2 bedroom Brownstone with garden 17m to MHTN.,249030378,270,4
17701,33092650,High floor Luxury Apartment with balcony,27949819,266,5
17702,33094364,Boho Studio in West Village- PRIME LOCATION,28770493,209,4
17703,33094622,BEAUTIFUL 1 BED ROOM 10 MINS FROM JFK,29349060,59,5
17704,33097219,New Family friendly home  in Staten island!,249104360,251,5
17705,33097308,Cozy room in Brooklyn's historical district,4401527,38,6
17706,33100876,Room in Bushwick,249146659,112,30
17707,33101286,"2, 3 or 4  Floors, Heart of Greenwich Village",4129805,400,1
17708,33102485,Cozy 💤 room 8 mins from JFK✈️ & Train🚇Smoking 🍃OK!,141645843,39,1
17709,33115218,Studio apt in the East Village,10530947,101,30
17710,33118005,Lux room,162142087,48,30
17711,33119863,Queens Studio.,42540127,53,30
17712,33123667,Perfect Place to just Sleep while you explore NYC,56349939,88,30
17713,33127307,COZY BED ROOM 10 MIN FR JFK&TRAIN WITH PVT BATH,29349060,65,5
17714,33127624,Exclusive home near JFK and Long Island Rail Road.,245002893,60,30
17715,33133218,Harlem Musicians Home,249286477,90,30
17716,33133219,Spacious studio on quiet tree lined street,109448921,85,2
17717,33133919,Great studio in Carroll Gardens.,120296922,97,30
17718,33134312,"Luxury 4bd apt in Astoria, 10 mins from Manhattan.",77011788,264,3
17719,33135126,(C19 Prepared) Light Filled 1BDRM in Clinton Hill,81867025,150,30
17720,33135591,Beautiful and Bright 1 Bedroom in LES,549971,100,13
17721,33135950,Victorian Brooklyn Spacious Living!,130981288,180,2
17722,33138120,Essex House in front of Central Park!,36793116,200,30
17723,33138453,Art/Musician Loft Space in Greenpoint,42732656,80,3
17724,33138874,The Heart of the Bronx,249500015,136,2
17725,33140204,Beautiful Brownstone in Bed-Suy Brooklyn,5944855,250,30
17726,33141938,Large private room apartment renovated in 2019,19303369,43,30
17727,33143544,Easy Access to Manhattan 5 subway lines 5 min walk,19303369,30,30
17728,33154427,Artsy apartment in Brooklyn next to Subway,82524498,85,5
17729,33154669,Center Located OneBedroom CloseTo LGA Train7/E/F,90131587,99,30
17730,33155086,Large Studio close to everything,190643075,80,6
17731,33155194,Bed-Stuy 2 Bed/2 Bath - Renovated,34014150,125,30
17732,33155909,Spacious apt in NYC minutes away from midtown,249637449,96,150
17733,33155996,"Bright and Spacious in Bed Stuy, Brooklyn",8902538,150,3
17734,33156123,"Cool, clean and confortable 1 bedroom in Bushwick",2928681,120,30
17735,33156370,Cozy Room in Townhouse Close to 5 Medical Centers,62803,55,13
17736,33161019,KD's Private Tranquility Home,249676515,75,2
17737,33161761,AMAZING! West Village Studio+ Apt in Manhattan NYC,203176937,150,28
17738,33162983,SPACIOUS 4BR/2BA APT W/PRIVATE OUTDOOR SPACE UWS,9293730,299,30
17739,33168074,Homely Peaceful Apartment. Close to JFK,77393311,35,30
17740,33168922,Ten minutes drive to seafood world -City Island,217507116,70,3
17741,33169141,Split level entire 2Bedroom Apt.,219333557,87,1
17742,33169786,Cozy Fully Furnished,1602809,160,30
17743,33175415,Cozy Studio Gravesend Coney Island Hospital Beach,114736959,85,30
17744,33181402,Beautiful Bed-Stuy Brownstone w/ Outdoor Oasis,1940153,242,2
17745,33183013,Private room in light + plant filled zen oasis!!,23276234,95,30
17746,33186696,Harlem Quiet haven 15 minutes to Time Square !!!!!,145975067,55,2
17747,33187617,Midtown East Gem with PRIVATE Terrace,165776960,120,30
17748,33189755,San Carlos Hotel - One Bedroom Suite- up to 5,173685298,362,1
17749,33190224,Artsy and bright Studio apartment in Brooklyn,21218657,90,30
17750,33191754,Renovated. 360 NYC views. 20 min to midtown,40949032,100,30
17751,33193795,Cozy stay with AC in the best neighborhood in NYC,16722828,79,30
17752,33194789,Stunning 3 bedroom in townhouse right on Union Sq,249929999,1200,40
17753,33198558,ONLY FEMALES!! CUTE PRIVATE ROOM IN FAMILY HOME.,40778906,59,30
17754,33214803,Spacious/Comfortable Close to Yankee Stadium/City,11379822,39,3
17755,33218283,Brand New 1BR prime UES~W/D the unit Best Value,162280872,150,30
17756,33223405,Royal Court,250149612,220,3
17757,33224321,Huge Apartment with Amazing City Views,13783103,180,6
17758,33226517,Spacious Room with Large Closet in East Harlem,39823351,68,30
17759,33235936,Amazing Studio in the heart of Midtown Manhattan,250252296,135,4
17760,33236793,"Close to jfk, private room on second floor",170810121,100,2
17761,33237562,Luda and David Nest to share.,234588422,145,7
17762,33239233,MODERN AND COZY 2 BEDROOM APARTMENT IN BROOKLYN,249983430,300,30
17763,33242348,1 room in private house - 15 mins to NYC & Ferry,161357125,249,3
17764,33243396,"Clean, Quiet Apartment with Two Cats, Central Park",409766,110,7
17765,33248031,Harlem Sanctuary 1,178833771,275,30
17766,33248625,beautiful studio apt in Greenwich Village/Soho,593135,198,30
17767,33249193,Harlem Sanctuary 2,178833771,65,30
17768,33259063,LUXURIOUS! Private Bedroom w/ Own Private Bathroom,21686560,143,2
17769,33265025,"Quiet, East Village Bedroom for Sublet (Queen bed)",28940517,62,30
17770,33265476,Amazing private room in the heart of NYC!,90513280,99,4
17771,33266016,Spacious room and private bath in Williamsburg,18883243,83,30
17772,33267342,Spectacular Luxury Park Slope Brownstone,15101609,750,30
17773,33267401,Entire 1 Bedroom Mini Loft Apartment,11939341,70,90
17774,33267781,Lincoln Center Haven (private room and bathroom),250512369,163,2
17775,33269219,Hipster hideaway in the heart of Williamsburg,101982307,148,30
17776,33269801,Gorgeous queen size oasis,105762561,85,30
17777,33271828,Urban Oasis Junior,2522815,135,2
17778,33273525,"Beautiful, large, sunny private bedroom available",24204269,58,30
17779,33276141,舒适3人间 法拉盛步行地铁,158181451,50,30
17780,33282474,"Clean,cozy private bedroom with private bathroom",73857837,39,30
17781,33292234,Well-located Brooklyn apartment w/flexible pricing,45467925,115,3
17782,33294626,ENTIRE APARTMENT Soho 1 Bedroom Up to 4 Guests,250759662,300,4
17783,33310062,SAFE & CLEAN SPACE in Williamsburg (extended stay),2196083,174,3
17784,33310325,Flushing entire apartment in prime location,215556105,250,7
17785,33315368,"Spacious, sunny 2 bedroom Chelsea apartment!",1207422,300,30
17786,33318809,Spacious Artistic 1 Bedroom Loft & High Ceilings,106159574,90,30
17787,33329026,Midtown East Manhattan,250537950,150,30
17788,33331584,Our place in Williamsburg,98056984,200,30
17789,33334476,★1800ft²/195m²★3-Levels★Deck★Walk Score 96★Office★,3165356,604,2
17790,33340151,Warm Cozy Bedroom in Historical Harlem!!!,63160119,200,30
17791,33340216,Classic modern bedroom-close to everything,215556105,60,30
17792,33344785,Modern Brand New 3 Bedroom/2 Baths In Hip Brooklyn,147983579,275,5
17793,33346748,"Comfortable Stay in Historic, Spacious Brownstone",24761711,499,2
17794,33346826,Big beautiful apartment near Empire State Building,47099125,159,30
17795,33347638,TheCrescent.ReOpen- Clean from home-10mins to JFK,5708402,136,3
17796,33348368,Brooklyn 1BR Full Apartment Great Location,209553776,66,2
17797,33348833,Cozy haven in the Upper East Side.,117792931,125,30
17798,33348910,Spacious bright bedroom w/4 windows,215556105,75,30
17799,33363084,E community that is commercially inclined.No smoke,242175033,84,1
17800,33367026,Artist apartment in the heart of Brooklyn!,27445710,95,1
17801,33370164,"Big bedroom  .Queens,Astória Subway close M,R",251166866,55,30
17802,33371988,Comfy bedroom in apt share 20 mins to City!,30532557,33,30
17803,33373525,Amazing Hudson river two bedroom apartment,12220,637,1
17804,33375266,"Cozy private room, walking distance from LGA, RM-3",187822288,55,1
17805,33377642,Modern Private Room & Bathroom - Bushwick,819759,69,30
17806,33378475,Cozy room next to the L train,104960784,50,3
17807,33378983,Beautiful apartment in Manhattan,251465837,95,30
17808,33379269,1 BR Luxury Apt on Metro Ave in E Williamsburg,251468079,300,2
17809,33387469,Private New apartment in the heart of Manhattan,45690587,350,3
17810,33388458,"Cozy Private Room, Walking Distance From LGA, Rm 4",187822288,55,1
17811,33389288,"Cozy Private Room, Walking Distance From LGA, Rm 5",187822288,66,1
17812,33389926,"Cozy Private Room, Walking Distance From LGA, Rm 6",187822288,60,1
17813,33390787,Modern One-Bedroom Apartment in Hell's Kitchen,3027903,240,7
17814,33393883,Charming 2BR/2BA on Upper West Side,9028198,300,30
17815,33394700,Cozy kosher home for your stay in NYC,251578356,50,30
17816,33396290,Relax for 12 . Luxury Duplex Your group deserves,71276635,656,1
17817,33398445,Luxurious Upper West Side Apt Best Location,61391963,109,30
17818,33400105,"Beautiful Room in 4 Bedroom Apt / Bed Stuy,",33281057,42,30
17819,33400953,Heart of NYC Full Home! 3Beds.2BR.2Bath. Kitchen.,3400827,135,30
17820,33412533,☆2-Bedroom Bronx Beauty!☆,251704655,174,2
17821,33421406,X-Large Private room in newly renovated apartment,10149317,49,7
17822,33422954,Spacious Studio SHARED,251781156,25,2
17823,33423101,1 Bedroom Apartment with Empire State view,51419167,200,30
17824,33423849,Private Room + Private Bathroom Newly Renovated,10149317,59,7
17825,33424312,Spacious and Comfortable Suite in Brooklyn,1192659,55,30
17826,33427025,Industrial bedroom  1 minute to Subway,32708211,65,2
17827,33427418,Cozy modern room in Bushwick,178676648,150,30
17828,33427855,Sustainable Event Venue in LES,148108,900,1
17829,33428552,Suite Houston - Free Street Parking & WIFI,219738858,95,90
17830,33428571,Beautiful sunny bedroom in central Williamsburg,6080376,88,3
17831,33428580,Sunny Cozy Economic Garden Bedroom 4GR,3180932,62,1
17832,33429437,HUGE PARK AVE TOWNHOME | FREE PARKING |SLEEPS 11,230831241,832,3
17833,33430500,Cute room close to M train,66959637,45,7
17834,33430847,Beautiful Cozy Shared Room (FEMALE ONLY ),251852817,55,30
17835,33431709,Shared room by the Central Park ( MALE ONLY ),251852817,55,30
17836,33431823,a brand new cozy shared room ( FEMALE ONLY ),251852817,55,30
17837,33431909,Beautiful shared room ( FEMALE ONLY ),251852817,55,30
17838,33431978,Overnight a brand new shared room in upper east,251852817,55,30
17839,33446373,large room in a 4 bedroom (2bath) apartment,251968645,60,30
17840,33448577,Midtown 2 BED Large Kitchen,214347105,419,4
17841,33449304,Treat Your self,84562269,56,30
17842,33449518,21min to Manhattan & Safe Neighborhood&PrivateRoom,238989521,36,30
17843,33449997,Modern bright room in Nolita/Soho,9816503,75,30
17844,33454764,"15 Min  Manhattan, Safe, Clean, Quiet, Good Price",99108929,28,30
17845,33455322,Private Bedroom in Original Bed-Stuy Apartment,6410979,59,30
17846,33457366,Room available in BedStuy condo w/ yard,35528708,50,30
17847,33457731,Room available in BedStuy condo w/ private yard,35528708,55,1
17848,33467176,"Le Chateau Boutique in Le Brooklyn , NY ! Voila !",148725429,192,2
17849,33469440,Apartment minutes from manhattan,252168489,100,30
17850,33469797,NYCSweetParadiseP❤️❤️L Oasis Modern&Chic minsJFK/LGA,252171508,324,1
17851,33470580,Top Floor Two Bedroom at Top of Manhattan,19931875,87,30
17852,33471805,Comfortable Room with Private Bath - 15 min to JFK,252191305,35,30
17853,33474649,"private room for women, central location in NYC",175152790,115,30
17854,33475698,Germania's Deluxe Palace,110347917,197,2
17855,33485978,August Opening - Great Garden Studio Park Slope,26989131,85,28
17856,33486731,"Sunny, spacious Apt. near Prospect Park",21877010,115,4
17857,33488744,Williamsburg Presidential Suit,3154769,159,30
17858,33489978,Huge private apartment in Manhattan,252356839,75,30
17859,33490271,Spacious private bedroom in Washington Heights,186621582,110,3
17860,33491297,"Airy, Light-Filled Apt w/ Floor to Ceiling Windows",3208908,300,5
17861,33491707,Garden Apartment in Park Slope Brownstone 日本語対応可能,252372862,167,10
17862,33492587,[Entire place] Comfy Apt in Prime Location,13442714,88,30
17863,33493942,Mid Century modern room  1 minute to Subway,32708211,65,2
17864,33494125,Cozy and quiet studio by Central Park,19300279,100,3
17865,33495663,luxury apartment near wall street,121431667,100,30
17866,33497909,"Beautiful, Comfortable Studio In Midtown!",252432969,260,30
17867,33498032,"Beautiful Private apartment, Sunset Park Brooklyn",252437123,160,30
17868,33498269,Studio in the heart of LES - best location!,4035309,72,1
17869,33500292,Close to JFK,146275359,49,7
17870,33512307,Cozy Studio in Queens zZZ,153988027,99,4
17871,33513077,Master bedroom in Brownstone house 2nd fl - Emilie,20555097,75,30
17872,33514118,Close to city in trendy Queens! Females only,30870512,37,3
17873,33515695,Private Room near to Manhattan,29470566,65,30
17874,33515760,Cozy vibes next to Prospect Park/Botanical Gardens,855437,50,2
17875,33516105,Peaceful and Spacious East Village Apartment,7130003,289,10
17876,33521985,"King palace 6brm, jfk /Belmont track /casino/ etc",160940380,614,2
17877,33526710,"1 Bedroom studio 15Mins from JFK,30 mins by carLGA",252628456,75,2
17878,33528101,Sunlit Bedroom with Private Terrace - Williamsburg,19643468,75,30
17879,33528562,"Private, warm & inviting contemporary bedroom.",252641467,48,30
17880,33533601,Chic Blush Freesia,243489304,73,2
17881,33534624,Chic Blush Shine,243489304,76,2
17882,33545797,Ideal 1 BR steps to Prospect Park,15516668,83,30
17883,33546854,LAVISH 3 Bedroom in Williamsburg!!,252642141,213,30
17884,33547205,Sunny Astoria One-Bedroom With Stunning NYC Views,252782565,160,30
17885,33551770,Sun soaked private room with all the amenities!,84084279,70,1
17886,33556100,Spacious private room for rent.,79134040,80,2
17887,33557100,Great Room with WC,76849762,62,30
17888,33558102,Comfy private room in loft apartment,157708630,80,30
17889,33558241,Our sanctuary,4770121,90,30
17890,33559330,"Bright one br in the ""Little Caribbean""",206031174,110,30
17891,33559960,Center of the Universe Stay,193488,112,30
17892,33560323,Efficient studio space in great neighborhood,26535250,80,30
17893,33560460,Charming Soho large 1 bedroom apartment style loft,177742211,285,7
17894,33560646,Big room with king bed,119294198,40,30
17895,33560655,Contemporary Brooklyn Lifestyle Apt /JFK Airport,223375402,354,2
17896,33560707,Amazing Cortelyou road,110448579,75,30
17897,33560762,Alojamiento Betsaida.,252855885,30,1
17898,33562789,bright room w private bathroom 15 min to Manhattan,56457959,50,6
17899,33579970,Spacious and sunny one bedroom,64898741,250,30
17900,33580893,Art Deco Charm in the heart of The Village!,248122395,276,30
17901,33580907,Art Deco Charm in the heart of The Village!,248122395,278,1
17902,33581628,"Spacious, Clean and Modern",148317706,161,30
17903,33582776,🌿 Cozy guest quarters 🌾green yogi palace apt 🍃,4765305,44,2
17904,33584724,Comfy’s Bedroom Close to Subway,120763629,66,2
17905,33589468,“Mi casa es tu casa” “My home is your home” NYC,109567034,110,2
17906,33589554,Living in Splendor,253110236,165,3
17907,33605568,Union Square Private Double & Single Bed w/ Shower,44350279,99,2
17908,33608420,Bright One Bedroom Loft,84732743,200,30
17909,33611062,Cosy apartment in heart of the East Village,11870917,110,30
17910,33611809,Brand New! Private Terrace W/D!Apt~Prime Gramercy,162280872,150,30
17911,33613727,Cozy and Comfortable Studio Apartment,253304582,100,10
17912,33613736,"Bright Large Room, great location, backyard",5704932,49,30
17913,33618213,Clean and quiet Brooklyn room 35 mins from Soho,23991239,50,25
17914,33621795,Redford Queen,257565053,9999,30
17915,33621940,Orchard Full,257569145,999,30
17916,33622308,Redford Double,257565053,9999,30
17917,33622378,Redford King,257565053,9999,30
17918,33632312,"Comfortable,spacious and luxurious homely settings",184472924,185,2
17919,33635511,Hamilton Heights Home Away from Home! (30-Day Min),23777742,90,30
17920,33641049,JFK Airport Rm for travelers Room 5,232251881,47,1
17921,33641091,Charming Williamsburg 30 day min stay 2 br /2 bath,10951481,190,30
17922,33642266,East Village Gem,91783661,201,3
17923,33644836,"Priv room in an immaculate Apt,near Cent Park, UWS",76628403,121,4
17924,33645301,Lan lan,119692067,60,1
17925,33645723,Cute private room in Washington Heights!,112531390,40,30
17926,33653706,Brand New Duplex 3BR~W/D in the unit.,162280872,240,30
17927,33654747,Sunny 2BR heart of soho/ next to famous lombardis,6136511,100,28
17928,33658001,Unique Williamsburg Apartment,1247329,75,30
17929,33658071,"Modern, spacious 1 BR apt. with backyard access.",3002017,131,5
17930,33660716,Cozy Bright Prospect Park Studio,73785055,150,30
17931,33660911,Stylish Designer 3 Bedrm Apartment In Brownstone,61084210,390,30
17932,33662914,*150 sq. ft. BR In Great Central Park North Apt!,9539170,85,3
17933,33664484,Grandma’s 3 Bedroom Home in the Heart of Queens,157301360,240,3
17934,33667731,My room,253753123,45,1
17935,33673436,LES Spacious apt sleeps 4 & addtn blowup mattress,11670365,230,30
17936,33674936,Artist LOFT in Bushwick - 15min from Manhattan,9850389,114,30
17937,33681005,Cozy 1 br Apt In Uptown Manhattan,39395975,150,30
17938,33682555,"Midtown 2 Bed United Nations Loc, Full Kitchen",214347105,419,3
17939,33683407,Manhattan Beautiful Nest,2399919,129,5
17940,33683615,ULTRA LUX 3 BEDS 2 BATH FLATIRON MIDTOWN DOORMAN!!,253888808,865,6
17941,33685563,Magical cozy studio in the heart of West village,35842670,180,30
17942,33688029,"Cozy, Friendly Apt Share for Young Professionals",253836845,70,30
17943,33688719,Cozy on Cozine studio in Brooklyn w/ balcony.,158917157,125,1
17944,33689108,Mondern 2-Story Condo,229288218,175,30
17945,33691396,Spacious Apartment in Cute Boerum Hill Area,15729463,145,13
17946,33701016,Bright modern loft in Crown Heights brownstone,9919024,149,5
17947,33705993,Perfect One Bedroom in North Williamsburg,1224409,185,40
17948,33706354,Stylish Studio in the Upper East Side,149707913,110,30
17949,33708931,Times Square/Hudson Yards Gem!!!!,1693671,123,5
17950,33711101,Spacious private room in the heart of Astoria,10606171,75,1
17951,33716043,Comfortable Room near the center of Manhattan.,254150644,60,30
17952,33717623,Luxe Modern Tribeca Studio,254165437,289,30
17953,33719615,Modern Brooklyn Getaway,2727975,185,5
17954,33725862,"Cozy Brooklyn Room. Double Bed, 25min to Manhattan",137358866,56,30
17955,33726859,Private bedroom in new and spacious apartment,60127679,65,30
17956,33734483,"LONG TERM RENTAL,STUDIO N2 IN THE VILLAGE",27636707,111,30
17957,33735398,Modern  Brownstone Brooklyn Apt with Backyard,22736811,150,3
17958,33736715,Executive Living off Fifth Ave and Central Park,61391963,142,30
17959,33740240,"Sunny 3 Bedroom Apartment, Huge Outdoor Deck",1426459,350,30
17960,33741107,Fresh,216274333,80,30
17961,33743807,Cozy Bushwick Studio - Great Location,18569998,100,30
17962,33745548,Midtown West Hotel - Hudson Twin Single,252604696,178,30
17963,33745549,Midtown West Hotel  - Manhattan Queen,252604696,199,30
17964,33745550,Midtown West Hotel - Empire Triple Room,252604696,262,30
17965,33753198,"Chefs apt w/ art, plants, books & strong coffee",7875127,71,30
17966,33760723,Spacious Studio with easy access to NYC,211400652,95,30
17967,33763207,Lady's Powder Room,253753123,31,1
17968,33766179,"Large living room, near transit, gym, super clean",236430571,75,2
17969,33769887,Private! Backyard New Modern CloseJFK Train NYC :),87156911,99,2
17970,33769956,Incredible Nolita 1BR Apartment in the NYC Center,252796752,275,7
17971,33772218,Great Location/2beds Studio,211549023,168,2
17972,33772379,"Ideal 4 Bedroom, Two-Story Loft in Harlem",252797307,262,6
17973,33772698,"Spacious, Sunny and Serene 1-Bedroom in Park Slope",10072710,125,4
17974,33772781,Clean & Cozy apartment in East Village,11902072,160,30
17975,33776576,Modern Astoria Apartment,2312420,200,5
17976,33777266,Home away in a cozy apartment in Times Square.,102221050,250,30
17977,33777889,Clean Williamsburg room with balcony,4204942,51,14
17978,33778143,The Blue Room by LGA/Kennedy Airporst & NYC!,204733512,45,3
17979,33780071,Designer Madison Ave Studio with Brand New Kitchen,55782090,110,31
17980,33780177,Lovely Bedroom Near Subway,120763629,55,2
17981,33780377,"""Sea Gate"" Sunny, cozy, very clean studio app",194716858,100,7
