id,neighbourhood_group,neighbourhood,latitude,longitude,room_type,availability_365
2595,Manhattan,Midtown,40.75356,-73.98559,Entire home/apt,341
3831,Brooklyn,Bedford-Stuyvesant,40.68494,-73.95765,Entire home/apt,212
5121,Brooklyn,Bedford-Stuyvesant,40.68535,-73.95512,Private room,365
5136,Brooklyn,Sunset Park,40.66265,-73.99454,Entire home/apt,184
5178,Manhattan,Midtown,40.76457,-73.98317,Private room,255
5203,Manhattan,Upper West Side,40.8038,-73.96751,Private room,0
5803,Brooklyn,South Slope,40.66801,-73.98784,Private room,336
6848,Brooklyn,Williamsburg,40.70935,-73.95342,Entire home/apt,263
6990,Manhattan,East Harlem,40.78778,-73.94759,Private room,258
7064,Brooklyn,Williamsburg,40.71248,-73.95881,Private room,172
7097,Brooklyn,Fort Greene,40.69121,-73.97277,Entire home/apt,278
7801,Brooklyn,Williamsburg,40.71778,-73.9568,Entire home/apt,307
8490,Brooklyn,Bedford-Stuyvesant,40.68462,-73.93839,Entire home/apt,315
9357,Manhattan,Hell's Kitchen,40.76724,-73.98664,Entire home/apt,215
9657,Manhattan,East Village,40.72712,-73.98598,Entire home/apt,34
9704,Manhattan,Harlem,40.81317,-73.95465,Private room,216
10452,Brooklyn,Bedford-Stuyvesant,40.68294,-73.95682,Private room,212
10962,Brooklyn,South Slope,40.66692,-73.98981,Private room,334
12192,Manhattan,East Village,40.72296,-73.98383,Private room,30
12343,Manhattan,Harlem,40.8114,-73.94296,Entire home/apt,364
12937,Queens,Long Island City,40.74757,-73.94571,Private room,164
12940,Brooklyn,Bedford-Stuyvesant,40.67946,-73.95417,Entire home/apt,226
13121,Queens,Jamaica,40.67144,-73.76501,Private room,361
13394,Brooklyn,Fort Greene,40.69222,-73.97336,Private room,129
13808,Brooklyn,Bedford-Stuyvesant,40.68064,-73.94039,Private room,243
14290,Brooklyn,Williamsburg,40.70348,-73.93621,Entire home/apt,129
14314,Brooklyn,Greenpoint,40.73535,-73.95584,Entire home/apt,215
15220,Manhattan,Hell's Kitchen,40.75611,-73.99523,Private room,309
15341,Manhattan,Nolita,40.72297,-73.99684,Entire home/apt,65
15385,Brooklyn,Williamsburg,40.71211,-73.96397,Private room,216
15396,Manhattan,Chelsea,40.74493,-73.99521,Entire home/apt,61
15711,Manhattan,Upper East Side,40.77119,-73.95241,Entire home/apt,226
16326,Brooklyn,Prospect Heights,40.67839,-73.96642,Entire home/apt,286
16338,Brooklyn,Clinton Hill,40.69121,-73.96804,Private room,277
16595,Brooklyn,Williamsburg,40.7092,-73.96641,Entire home/apt,353
16821,Manhattan,East Village,40.72281,-73.98501,Private room,56
16974,Manhattan,East Harlem,40.8019,-73.93762,Entire home/apt,133
17037,Manhattan,East Village,40.72289,-73.98028,Entire home/apt,139
17693,Manhattan,Washington Heights,40.83253,-73.94108,Private room,355
17747,Brooklyn,Clinton Hill,40.68503,-73.96555,Private room,364
18127,Manhattan,East Village,40.72862,-73.98748,Entire home/apt,295
18728,Manhattan,Chelsea,40.74261,-74.00353,Private room,291
18961,Manhattan,Kips Bay,40.73808,-73.98001,Private room,0
19159,Manhattan,Harlem,40.82817,-73.95133,Entire home/apt,64
19282,Brooklyn,Flatbush,40.65437,-73.96278,Private room,89
19812,Brooklyn,Williamsburg,40.71802,-73.95724,Entire home/apt,269
20717,Brooklyn,Prospect Heights,40.6771,-73.97231,Private room,339
20724,Brooklyn,Bushwick,40.69891,-73.93809,Private room,292
20913,Brooklyn,Williamsburg,40.70967,-73.95922,Entire home/apt,0
21456,Manhattan,Upper West Side,40.79936,-73.96155,Entire home/apt,296
21644,Manhattan,Harlem,40.82782,-73.9473,Private room,365
21794,Manhattan,Chelsea,40.74187,-74.00223,Private room,364
23135,Brooklyn,Carroll Gardens,40.67747,-74.00146,Entire home/apt,326
23686,Manhattan,West Village,40.72961,-74.00308,Entire home/apt,230
24285,Brooklyn,Park Slope,40.67115,-73.98026,Entire home/apt,255
25406,Brooklyn,Williamsburg,40.71649,-73.94865,Entire home/apt,0
25696,Manhattan,Harlem,40.8104,-73.94309,Private room,307
26362,Manhattan,Hell's Kitchen,40.75603,-73.99294,Private room,300
26785,Brooklyn,South Slope,40.6686,-73.98723,Entire home/apt,123
26969,Brooklyn,Williamsburg,40.7184,-73.95973,Entire home/apt,122
27006,Manhattan,Upper West Side,40.77839,-73.97778,Entire home/apt,358
27644,Manhattan,Harlem,40.82682,-73.94948,Entire home/apt,276
27883,Manhattan,East Village,40.72421,-73.98509,Entire home/apt,0
28321,Brooklyn,Prospect-Lefferts Gardens,40.6545,-73.96071,Private room,209
28907,Manhattan,Upper East Side,40.77827,-73.94669,Entire home/apt,218
29013,Brooklyn,Bedford-Stuyvesant,40.68288,-73.95646,Private room,0
29628,Brooklyn,Clinton Hill,40.68292,-73.96381,Private room,293
29683,Manhattan,Lower East Side,40.72314,-73.99108,Entire home/apt,298
31130,Manhattan,Hell's Kitchen,40.7672,-73.98464,Private room,353
31555,Manhattan,West Village,40.73405,-74.00281,Entire home/apt,0
31902,Brooklyn,East Flatbush,40.6327,-73.93184,Private room,178
31994,Brooklyn,Clinton Hill,40.68818,-73.96383,Private room,337
32329,Manhattan,East Village,40.72741,-73.98405,Entire home/apt,361
33009,Brooklyn,Williamsburg,40.71512,-73.95899,Entire home/apt,260
33014,Manhattan,East Village,40.72367,-73.98139,Entire home/apt,240
33156,Manhattan,Upper West Side,40.78763,-73.96862,Entire home/apt,198
36442,Brooklyn,Prospect Heights,40.67447,-73.96619,Entire home/apt,333
36647,Manhattan,East Harlem,40.79128,-73.94125,Private room,307
36703,Manhattan,West Village,40.73271,-74.00367,Entire home/apt,276
38663,Brooklyn,Boerum Hill,40.68442,-73.98068,Entire home/apt,293
39282,Brooklyn,Williamsburg,40.70978,-73.95165,Private room,1
39572,Manhattan,Hell's Kitchen,40.76203,-73.98869,Private room,365
39586,Manhattan,Upper West Side,40.77952,-73.98749,Private room,345
39593,Queens,Sunnyside,40.74523,-73.92318,Private room,153
39704,Brooklyn,Bedford-Stuyvesant,40.68216,-73.94594,Entire home/apt,0
42300,Manhattan,Lower East Side,40.71992,-73.99167,Entire home/apt,255
42729,Brooklyn,Carroll Gardens,40.67813,-74.00062,Entire home/apt,365
42882,Staten Island,St. George,40.64633,-74.08156,Private room,336
43726,Manhattan,Tribeca,40.721,-74.00971,Entire home/apt,320
44096,Bronx,Highbridge,40.83225,-73.93092,Private room,147
44229,Brooklyn,Fort Greene,40.69287,-73.97108,Private room,365
44288,Manhattan,West Village,40.73737,-74.00437,Entire home/apt,123
44973,Brooklyn,Williamsburg,40.70894,-73.95234,Entire home/apt,153
45542,Manhattan,Harlem,40.82569,-73.93842,Entire home/apt,0
45556,Brooklyn,Fort Greene,40.68834,-73.97578,Private room,147
45910,Queens,Ridgewood,40.70309,-73.89963,Entire home/apt,365
45936,Manhattan,Morningside Heights,40.8063,-73.95985,Private room,237
46544,Brooklyn,Park Slope,40.67979,-73.97978,Entire home/apt,235
46911,Brooklyn,Prospect Heights,40.68022,-73.97457,Private room,338
47613,Brooklyn,Williamsburg,40.7124,-73.94764,Private room,334
49048,Brooklyn,Bedford-Stuyvesant,40.6829,-73.95701,Private room,214
50447,Brooklyn,Gowanus,40.66913,-73.99041,Entire home/apt,292
51850,Queens,Jamaica,40.67144,-73.76501,Private room,361
52689,Queens,Ditmars Steinway,40.77868,-73.90652,Entire home/apt,67
53469,Queens,Middle Village,40.71567,-73.87842,Entire home/apt,333
53470,Queens,Ridgewood,40.70422,-73.89778,Private room,356
53477,Queens,Middle Village,40.71778,-73.87714,Entire home/apt,362
54508,Brooklyn,Park Slope,40.67908,-73.97405,Private room,311
54626,Bronx,Highbridge,40.83231,-73.9305,Private room,354
54694,Queens,Jamaica,40.67144,-73.76501,Private room,0
54860,Manhattan,East Harlem,40.79934,-73.94236,Private room,273
55982,Brooklyn,Fort Greene,40.68701,-73.97555,Private room,0
56859,Manhattan,Harlem,40.81201,-73.94452,Private room,75
57166,Queens,Ditmars Steinway,40.77155,-73.90564,Entire home/apt,340
57297,Brooklyn,Brooklyn Heights,40.69003,-73.99338,Entire home/apt,93
57618,Manhattan,Hell's Kitchen,40.76505,-73.98716,Entire home/apt,4
57754,Manhattan,Flatiron District,40.74166,-73.9866,Entire home/apt,203
57874,Manhattan,East Harlem,40.80747,-73.94076,Entire home/apt,291
57901,Manhattan,Upper West Side,40.79693,-73.97246,Private room,278
58059,Manhattan,Harlem,40.8238,-73.94444,Private room,188
58062,Brooklyn,Windsor Terrace,40.65912,-73.9842,Private room,215
59014,Manhattan,Lower East Side,40.71946,-73.98641,Entire home/apt,365
59121,Queens,Ridgewood,40.70271,-73.8993,Entire home/apt,340
59709,Manhattan,Chinatown,40.7178,-73.9932,Entire home/apt,85
59855,Manhattan,Midtown,40.75853,-73.96892,Entire home/apt,215
60164,Manhattan,Tribeca,40.72012,-74.00397,Entire home/apt,79
60457,Manhattan,Greenwich Village,40.73072,-73.99275,Entire home/apt,0
60611,Manhattan,East Harlem,40.79204,-73.94741,Entire home/apt,2
60666,Manhattan,Harlem,40.81006,-73.94559,Private room,61
60673,Manhattan,Harlem,40.81562,-73.94674,Private room,365
60680,Manhattan,East Village,40.72598,-73.97978,Entire home/apt,307
60794,Manhattan,Upper West Side,40.79918,-73.96248,Entire home/apt,0
61167,Manhattan,Chinatown,40.71799,-73.99648,Entire home/apt,43
61509,Manhattan,Midtown,40.75743,-73.96825,Entire home/apt,0
62427,Manhattan,East Village,40.72825,-73.98959,Entire home/apt,170
62452,Staten Island,St. George,40.63701,-74.08513,Private room,345
62461,Staten Island,St. George,40.63707,-74.08532,Private room,320
62468,Manhattan,Upper West Side,40.79523,-73.9728,Entire home/apt,365
62787,Staten Island,Tompkinsville,40.63506,-74.08384,Private room,277
62891,Manhattan,East Village,40.72297,-73.98265,Entire home/apt,64
62903,Manhattan,Chelsea,40.741,-73.99562,Entire home/apt,22
62925,Brooklyn,Greenpoint,40.72967,-73.95352,Entire home/apt,285
63320,Staten Island,Tompkinsville,40.63516,-74.0841,Private room,247
63610,Bronx,Eastchester,40.881,-73.83511,Entire home/apt,347
63657,Brooklyn,Bedford-Stuyvesant,40.68253,-73.94295,Entire home/apt,0
63693,Manhattan,East Village,40.72219,-73.98245,Entire home/apt,282
64000,Brooklyn,Williamsburg,40.70705,-73.95489,Private room,336
64107,Brooklyn,Crown Heights,40.67582,-73.94316,Private room,187
64314,Brooklyn,Crown Heights,40.67634,-73.95143,Private room,364
64365,Brooklyn,Crown Heights,40.67579,-73.95072,Private room,307
64837,Manhattan,East Village,40.72497,-73.98356,Private room,35
65268,Brooklyn,Bedford-Stuyvesant,40.68305,-73.95195,Private room,200
65425,Manhattan,Nolita,40.72021,-73.99426,Entire home/apt,360
65615,Brooklyn,Williamsburg,40.7106,-73.95178,Entire home/apt,0
65660,Brooklyn,Williamsburg,40.70797,-73.94792,Entire home/apt,107
65813,Manhattan,Harlem,40.82899,-73.94345,Private room,215
66008,Brooklyn,Carroll Gardens,40.68028,-73.99328,Entire home/apt,215
66251,Manhattan,East Village,40.72547,-73.98619,Entire home/apt,43
66275,Manhattan,Nolita,40.72036,-73.99435,Entire home/apt,362
66718,Manhattan,Harlem,40.81263,-73.95214,Entire home/apt,306
66741,Brooklyn,Park Slope,40.67548,-73.98315,Entire home/apt,297
66974,Brooklyn,Gowanus,40.68088,-73.99102,Entire home/apt,262
67288,Manhattan,East Harlem,40.79544,-73.94836,Entire home/apt,281
67299,Brooklyn,Williamsburg,40.71516,-73.96448,Entire home/apt,2
67397,Manhattan,Harlem,40.80332,-73.95741,Private room,35
68735,Manhattan,Upper West Side,40.78846,-73.97459,Entire home/apt,362
68900,Brooklyn,Greenpoint,40.73094,-73.95484,Private room,280
68974,Manhattan,Nolita,40.72,-73.99487,Entire home/apt,243
69894,Manhattan,Upper West Side,40.77845,-73.98295,Entire home/apt,4
69921,Brooklyn,Bushwick,40.70494,-73.91982,Private room,347
71248,Manhattan,Chinatown,40.7159,-73.99156,Entire home/apt,115
71366,Manhattan,Greenwich Village,40.72997,-74.00196,Entire home/apt,71
71384,Brooklyn,Greenpoint,40.72919,-73.95588,Entire home/apt,215
71812,Bronx,Kingsbridge,40.87069,-73.90113,Entire home/apt,124
72190,Manhattan,Upper West Side,40.77743,-73.97691,Entire home/apt,0
74240,Brooklyn,Williamsburg,40.71976,-73.96012,Entire home/apt,136
74438,Manhattan,Hell's Kitchen,40.75523,-73.99792,Entire home/apt,0
74680,Queens,Astoria,40.77507,-73.93367,Entire home/apt,340
74821,Manhattan,Harlem,40.80874,-73.94926,Entire home/apt,87
74860,Brooklyn,Greenpoint,40.72364,-73.95013,Entire home/apt,0
75635,Manhattan,Lower East Side,40.71911,-73.98588,Entire home/apt,307
77517,Brooklyn,Williamsburg,40.71407,-73.96657,Private room,318
77765,Brooklyn,Greenpoint,40.73777,-73.95366,Hotel room,364
80493,Manhattan,East Village,40.72322,-73.98615,Private room,198
80684,Brooklyn,Greenpoint,40.73756,-73.9535,Hotel room,246
80700,Brooklyn,Greenpoint,40.73777,-73.95366,Private room,246
80924,Brooklyn,Park Slope,40.67407,-73.98105,Entire home/apt,125
81739,Brooklyn,Greenpoint,40.73777,-73.95366,Private room,246
82549,Brooklyn,Brooklyn Heights,40.69418,-73.99775,Private room,29
82550,Brooklyn,Brooklyn Heights,40.69246,-73.99828,Entire home/apt,30
82638,Manhattan,East Village,40.72408,-73.98154,Entire home/apt,331
82928,Brooklyn,Bedford-Stuyvesant,40.68433,-73.94469,Entire home/apt,228
83243,Brooklyn,Bushwick,40.68769,-73.91788,Entire home/apt,337
83446,Brooklyn,Fort Greene,40.68871,-73.97322,Entire home/apt,69
83847,Manhattan,East Village,40.7245,-73.97946,Entire home/apt,0
84010,Brooklyn,Greenpoint,40.73777,-73.95366,Hotel room,246
89205,Manhattan,East Village,40.72626,-73.98408,Entire home/apt,148
89621,Brooklyn,Crown Heights,40.67823,-73.94719,Entire home/apt,328
93313,Brooklyn,Bedford-Stuyvesant,40.68413,-73.93817,Entire home/apt,310
94035,Queens,Astoria,40.75977,-73.90991,Private room,216
94209,Brooklyn,Crown Heights,40.67654,-73.94629,Entire home/apt,89
94477,Brooklyn,Bedford-Stuyvesant,40.69157,-73.93257,Entire home/apt,0
94783,Brooklyn,Crown Heights,40.6736,-73.9551,Entire home/apt,280
95747,Brooklyn,Williamsburg,40.71167,-73.94932,Entire home/apt,37
95883,Brooklyn,Bedford-Stuyvesant,40.69304,-73.95417,Entire home/apt,215
98663,Manhattan,Chelsea,40.75077,-73.99657,Entire home/apt,215
99085,Brooklyn,Fort Greene,40.6867,-73.97469,Entire home/apt,183
99662,Manhattan,Lower East Side,40.72015,-73.99104,Entire home/apt,215
100002,Manhattan,Washington Heights,40.85433,-73.9324,Private room,82
100186,Brooklyn,Gowanus,40.66952,-73.99201,Entire home/apt,57
100368,Manhattan,Chelsea,40.74056,-74.00143,Entire home/apt,279
101053,Brooklyn,Williamsburg,40.71116,-73.95484,Private room,0
102995,Manhattan,Upper West Side,40.78645,-73.97082,Entire home/apt,2
103161,Brooklyn,Williamsburg,40.71551,-73.96274,Entire home/apt,341
103311,Brooklyn,Greenpoint,40.73778,-73.95366,Private room,246
105469,Queens,Rockaway Beach,40.58603,-73.8145,Private room,87
105790,Manhattan,Harlem,40.81919,-73.95443,Private room,90
106363,Manhattan,Harlem,40.82772,-73.95284,Private room,271
106647,Brooklyn,Bedford-Stuyvesant,40.68647,-73.95862,Entire home/apt,22
107630,Brooklyn,Greenpoint,40.72741,-73.95466,Entire home/apt,289
107895,Manhattan,Upper West Side,40.78073,-73.98564,Entire home/apt,217
110576,Manhattan,Financial District,40.70104,-74.01168,Private room,337
110739,Manhattan,Chelsea,40.74589,-73.99082,Entire home/apt,267
112100,Brooklyn,Crown Heights,40.67541,-73.96294,Entire home/apt,274
112304,Manhattan,Harlem,40.8069,-73.95372,Private room,0
112435,Brooklyn,Fort Greene,40.69132,-73.97306,Private room,365
113265,Brooklyn,Crown Heights,40.67582,-73.9518,Private room,353
114123,Brooklyn,South Slope,40.66562,-73.99002,Entire home/apt,308
115535,Manhattan,Harlem,40.82402,-73.95263,Private room,224
115748,Queens,Astoria,40.76406,-73.92266,Entire home/apt,250
116551,Manhattan,Harlem,40.80384,-73.95123,Entire home/apt,92
118061,Brooklyn,Bedford-Stuyvesant,40.68462,-73.92895,Entire home/apt,329
121687,Brooklyn,Williamsburg,40.71983,-73.95992,Entire home/apt,82
121861,Brooklyn,Park Slope,40.6755,-73.98137,Entire home/apt,148
123784,Manhattan,Harlem,40.80617,-73.94757,Entire home/apt,288
125163,Brooklyn,Bedford-Stuyvesant,40.68595,-73.92923,Private room,0
126443,Manhattan,East Village,40.72761,-73.98951,Entire home/apt,244
126816,Manhattan,Upper West Side,40.79907,-73.96517,Private room,0
127387,Brooklyn,Gowanus,40.66895,-73.99136,Entire home/apt,285
132516,Queens,Forest Hills,40.7106,-73.85246,Entire home/apt,194
133025,Manhattan,Murray Hill,40.74564,-73.97782,Private room,158
134934,Brooklyn,Williamsburg,40.71771,-73.95849,Entire home/apt,0
135393,Brooklyn,East Flatbush,40.65288,-73.95018,Private room,170
135465,Brooklyn,Fort Greene,40.68646,-73.97548,Entire home/apt,280
135706,Manhattan,Chelsea,40.74373,-73.99928,Entire home/apt,0
136493,Brooklyn,Park Slope,40.67494,-73.97792,Entire home/apt,1
139624,Brooklyn,Crown Heights,40.67478,-73.95165,Entire home/apt,16
140133,Brooklyn,Williamsburg,40.71347,-73.96035,Entire home/apt,286
140973,Manhattan,East Village,40.72334,-73.97719,Entire home/apt,240
141154,Brooklyn,Boerum Hill,40.6857,-73.98131,Entire home/apt,307
141335,Brooklyn,Park Slope,40.67487,-73.97637,Entire home/apt,350
142069,Manhattan,East Village,40.72506,-73.97906,Entire home/apt,0
144087,Manhattan,Harlem,40.80687,-73.95333,Entire home/apt,348
144148,Manhattan,East Village,40.72297,-73.9851,Private room,0
145064,Brooklyn,Williamsburg,40.71836,-73.95588,Entire home/apt,0
148201,Manhattan,West Village,40.7304,-74.00228,Entire home/apt,0
148259,Brooklyn,Williamsburg,40.71345,-73.94289,Entire home/apt,314
148825,Manhattan,Upper West Side,40.79999,-73.96338,Entire home/apt,238
150804,Manhattan,Lower East Side,40.7203,-73.98424,Entire home/apt,7
150989,Brooklyn,Williamsburg,40.71584,-73.96355,Entire home/apt,0
151199,Queens,Astoria,40.75684,-73.91286,Entire home/apt,205
151478,Brooklyn,Williamsburg,40.71201,-73.94723,Private room,128
152263,Manhattan,Harlem,40.80494,-73.94998,Entire home/apt,271
153780,Manhattan,East Village,40.72752,-73.98581,Private room,281
154934,Manhattan,Harlem,40.8241,-73.94415,Private room,365
157673,Brooklyn,Bedford-Stuyvesant,40.68096,-73.94062,Entire home/apt,152
158061,Brooklyn,Bedford-Stuyvesant,40.68511,-73.91927,Private room,365
158176,Brooklyn,Williamsburg,40.71596,-73.96017,Entire home/apt,37
159749,Brooklyn,Bedford-Stuyvesant,40.68048,-73.93938,Private room,0
159815,Brooklyn,Bedford-Stuyvesant,40.68048,-73.93938,Private room,0
159913,Manhattan,Chelsea,40.74389,-74.00068,Private room,333
162493,Brooklyn,Williamsburg,40.71174,-73.95798,Entire home/apt,171
162508,Brooklyn,Crown Heights,40.67188,-73.95097,Entire home/apt,29
163814,Manhattan,East Village,40.72641,-73.98711,Entire home/apt,294
166006,Manhattan,Upper West Side,40.79864,-73.96209,Entire home/apt,136
166172,Brooklyn,Bushwick,40.68478,-73.9066,Private room,0
166983,Brooklyn,Carroll Gardens,40.68194,-73.99708,Entire home/apt,0
168123,Brooklyn,Windsor Terrace,40.65891,-73.98556,Entire home/apt,2
169306,Bronx,University Heights,40.85981,-73.9063,Private room,291
169464,Brooklyn,Williamsburg,40.70829,-73.96564,Entire home/apt,104
170420,Manhattan,East Harlem,40.79179,-73.93972,Entire home/apt,0
170761,Brooklyn,Fort Greene,40.68876,-73.97758,Private room,98
171562,Manhattan,Chelsea,40.74937,-73.99467,Entire home/apt,40
172499,Manhattan,Upper East Side,40.77969,-73.94726,Entire home/apt,362
173151,Brooklyn,Greenpoint,40.72852,-73.95655,Private room,62
174966,Manhattan,Upper West Side,40.7751,-73.98595,Entire home/apt,364
176653,Manhattan,East Village,40.72905,-73.98214,Private room,0
177495,Manhattan,Chelsea,40.74088,-73.99538,Entire home/apt,0
177606,Manhattan,Kips Bay,40.74045,-73.9749,Private room,339
179670,Manhattan,East Village,40.72113,-73.98213,Private room,357
179741,Manhattan,Nolita,40.72212,-73.99638,Entire home/apt,239
182069,Manhattan,East Harlem,40.78923,-73.946,Entire home/apt,234
182095,Manhattan,West Village,40.7364,-73.99834,Entire home/apt,54
182177,Bronx,Allerton,40.86502,-73.85496,Entire home/apt,218
187986,Manhattan,Chelsea,40.73862,-73.99758,Entire home/apt,0
188674,Manhattan,East Village,40.73345,-73.98809,Entire home/apt,0
189135,Manhattan,Hell's Kitchen,40.76263,-73.99401,Private room,353
189181,Manhattan,Chelsea,40.74907,-74.00281,Private room,0
189732,Brooklyn,East New York,40.67346,-73.87263,Entire home/apt,303
189787,Brooklyn,Crown Heights,40.66941,-73.94988,Entire home/apt,0
190267,Manhattan,Upper East Side,40.7688,-73.95825,Entire home/apt,61
190968,Brooklyn,Prospect Heights,40.67914,-73.96443,Entire home/apt,0
190974,Brooklyn,Park Slope,40.66836,-73.98166,Entire home/apt,259
191541,Manhattan,Hell's Kitchen,40.75876,-73.98869,Entire home/apt,365
195123,Manhattan,Washington Heights,40.83338,-73.94326,Private room,365
195233,Brooklyn,Prospect-Lefferts Gardens,40.65557,-73.9561,Private room,66
195240,Brooklyn,Prospect-Lefferts Gardens,40.65557,-73.9561,Private room,67
195989,Brooklyn,Park Slope,40.67641,-73.98161,Private room,303
197753,Manhattan,Harlem,40.82929,-73.94873,Private room,214
197942,Brooklyn,Bedford-Stuyvesant,40.6836,-73.95445,Entire home/apt,326
198028,Queens,Ditmars Steinway,40.77728,-73.91278,Shared room,362
200955,Manhattan,Stuyvesant Town,40.73125,-73.9811,Entire home/apt,235
201992,Brooklyn,Park Slope,40.67466,-73.97853,Entire home/apt,337
202273,Brooklyn,Bedford-Stuyvesant,40.68702,-73.94917,Private room,0
203901,Manhattan,Upper East Side,40.76922,-73.95648,Entire home/apt,0
204065,Brooklyn,Clinton Hill,40.687,-73.96149,Entire home/apt,236
205043,Manhattan,Theater District,40.7587,-73.98647,Private room,127
205485,Brooklyn,Bedford-Stuyvesant,40.68339,-73.94034,Entire home/apt,216
205867,Brooklyn,Williamsburg,40.72002,-73.94238,Entire home/apt,233
206316,Brooklyn,Fort Greene,40.6878,-73.97253,Entire home/apt,0
206772,Brooklyn,Williamsburg,40.7125,-73.96598,Entire home/apt,173
206957,Brooklyn,Sheepshead Bay,40.5847,-73.94088,Entire home/apt,43
208122,Manhattan,Lower East Side,40.72027,-73.98842,Entire home/apt,3
208148,Brooklyn,Williamsburg,40.71955,-73.95471,Entire home/apt,0
208889,Brooklyn,Bedford-Stuyvesant,40.69049,-73.93212,Entire home/apt,139
209310,Queens,Sunnyside,40.73877,-73.92557,Private room,188
211078,Brooklyn,Greenpoint,40.72926,-73.9589,Entire home/apt,0
212109,Manhattan,West Village,40.73814,-74.00811,Private room,324
212544,Brooklyn,Gowanus,40.67828,-73.98414,Entire home/apt,0
213330,Manhattan,Lower East Side,40.71724,-73.99054,Private room,264
214917,Staten Island,Emerson Hill,40.60742,-74.14388,Entire home/apt,0
215560,Brooklyn,Bedford-Stuyvesant,40.68613,-73.95545,Private room,304
216080,Brooklyn,Fort Greene,40.69061,-73.97362,Private room,331
217580,Brooklyn,Fort Hamilton,40.61933,-74.03208,Entire home/apt,332
218358,Manhattan,Harlem,40.80592,-73.95172,Private room,302
219066,Brooklyn,Bensonhurst,40.61943,-73.99232,Entire home/apt,331
219922,Manhattan,Harlem,40.81553,-73.95438,Private room,53
220563,Brooklyn,Bedford-Stuyvesant,40.68788,-73.95014,Private room,0
220946,Manhattan,East Village,40.72419,-73.97922,Entire home/apt,4
222304,Manhattan,Chelsea,40.7401,-74.00019,Entire home/apt,60
222913,Manhattan,Lower East Side,40.71254,-73.98352,Entire home/apt,307
223930,Brooklyn,Prospect Heights,40.67319,-73.96804,Entire home/apt,319
224004,Manhattan,Harlem,40.80529,-73.95307,Private room,0
225306,Brooklyn,Bedford-Stuyvesant,40.6875,-73.9546,Private room,294
225354,Brooklyn,Williamsburg,40.71085,-73.96672,Entire home/apt,292
225976,Staten Island,Shore Acres,40.61019,-74.06757,Entire home/apt,47
226021,Brooklyn,Williamsburg,40.71137,-73.9465,Entire home/apt,111
227495,Manhattan,Upper West Side,40.78764,-73.97274,Entire home/apt,30
227715,Brooklyn,Bedford-Stuyvesant,40.6805,-73.94885,Entire home/apt,341
228317,Brooklyn,Bedford-Stuyvesant,40.68463,-73.92367,Entire home/apt,297
228925,Brooklyn,Bedford-Stuyvesant,40.68098,-73.94023,Entire home/apt,337
230321,Brooklyn,Bedford-Stuyvesant,40.68985,-73.94974,Entire home/apt,62
230877,Manhattan,East Harlem,40.79147,-73.94629,Entire home/apt,289
231154,Queens,Jamaica,40.67144,-73.76501,Private room,0
232612,Brooklyn,Bedford-Stuyvesant,40.685,-73.94262,Entire home/apt,230
233189,Manhattan,Hell's Kitchen,40.76168,-73.99452,Entire home/apt,210
233638,Queens,Ridgewood,40.70132,-73.90883,Private room,346
234330,Manhattan,Harlem,40.80413,-73.95756,Entire home/apt,93
235281,Manhattan,Lower East Side,40.71887,-73.9864,Entire home/apt,275
235515,Queens,Richmond Hill,40.70148,-73.82972,Private room,359
235552,Brooklyn,South Slope,40.66386,-73.98519,Entire home/apt,0
235651,Manhattan,Chelsea,40.74168,-74.00339,Private room,364
235951,Manhattan,Midtown,40.75408,-73.97071,Entire home/apt,57
235960,Manhattan,Lower East Side,40.72113,-73.98442,Entire home/apt,219
236671,Brooklyn,Williamsburg,40.71732,-73.95561,Entire home/apt,0
239733,Queens,Ditmars Steinway,40.77539,-73.91709,Entire home/apt,215
239883,Brooklyn,Fort Greene,40.6873,-73.97069,Private room,6
239899,Brooklyn,Prospect-Lefferts Gardens,40.66278,-73.95886,Entire home/apt,120
239934,Manhattan,East Village,40.73193,-73.98511,Entire home/apt,2
240800,Brooklyn,Prospect Heights,40.67578,-73.96694,Private room,348
242643,Brooklyn,Williamsburg,40.70652,-73.93991,Entire home/apt,310
245544,Bronx,Kingsbridge,40.8666,-73.90061,Private room,126
245574,Brooklyn,Bedford-Stuyvesant,40.68921,-73.95439,Entire home/apt,304
246351,Manhattan,Gramercy,40.73693,-73.98129,Entire home/apt,0
247562,Queens,Richmond Hill,40.7012,-73.83151,Private room,361
248717,Brooklyn,Park Slope,40.67316,-73.98128,Private room,338
248865,Brooklyn,Greenpoint,40.73756,-73.9535,Entire home/apt,337
248871,Manhattan,West Village,40.73081,-74.00275,Entire home/apt,344
248966,Brooklyn,Bushwick,40.69913,-73.93107,Private room,359
249414,Manhattan,West Village,40.73273,-74.00041,Entire home/apt,0
249618,Manhattan,Washington Heights,40.85099,-73.92822,Private room,0
249704,Brooklyn,Williamsburg,40.71065,-73.94102,Entire home/apt,300
249867,Brooklyn,Bedford-Stuyvesant,40.68532,-73.91881,Private room,365
250259,Brooklyn,Williamsburg,40.71921,-73.95989,Entire home/apt,281
250323,Manhattan,Chinatown,40.71643,-73.99931,Entire home/apt,0
250536,Manhattan,Harlem,40.81146,-73.94469,Private room,304
251277,Manhattan,Upper West Side,40.78615,-73.97394,Private room,301
252865,Brooklyn,Prospect Heights,40.67882,-73.97224,Private room,0
