id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
46546926,A+ Location Studio (Apt Selected at Check-in) #3,348619646,Nomad,Manhattan,Midtown,40.74823,-73.98722,Private room,174,1,15,2021-07-20,7.14,46,0
46546954,Amazing Modern ROOM,375549800,Kristina & Evans,Brooklyn,Bushwick,40.70104,-73.92087,Private room,42,35,1,2021-06-02,0.47,6,289
46546969,Park Views in Prime Williamsburg,2313422,Michelle,Brooklyn,Williamsburg,40.7193,-73.9547,Entire home/apt,260,4,2,2021-07-26,2.0,1,0
46547485,A+ Location Comfort Lofty & Bright Queen Studio,348619646,Nomad,Manhattan,Midtown,40.75318,-73.98503,Entire home/apt,195,1,14,2021-07-20,2.41,46,0
46548617,Private room w/Private Half bathroom,197516314,Genny,Staten Island,Port Richmond,40.63373,-74.13372,Private room,55,5,2,2021-06-04,0.31,1,309
46549492,Cozy & Spacious One Bedroom In Heart of Manhattan,33833944,Andreas Per Daniel,Manhattan,Midtown,40.76078,-73.96518,Entire home/apt,130,30,1,2021-05-01,0.31,4,65
46550692,Luxury & Comfort in the ♥ of Brooklyn | Play Pool★,376444819,Creating Real Experiences,Brooklyn,East Flatbush,40.66101,-73.93847,Entire home/apt,214,1,60,2021-07-31,12.24,1,357
46554525,Hosting small Meetings Here,372832765,Dream,Brooklyn,Williamsburg,40.70681,-73.93797,Private room,799,1,1,2020-12-20,0.13,11,89
46559649,Beautiful King Bed Hotel Room!,371972456,Justin,Manhattan,Financial District,40.70485,-74.00568,Private room,163,1,23,2021-08-02,10.0,107,141
46559912,High Floor River View w/ 2 Beds Hotel Room,371972456,Justin,Manhattan,Financial District,40.70595,-74.00588,Private room,183,1,34,2021-08-01,8.29,107,66
46561750,High Floor River View w/ King Bed Hotel Room,371972456,Justin,Manhattan,Financial District,40.7045,-74.00531,Private room,183,1,34,2021-07-31,5.96,107,92
46561833,Enchanting place,376513192,Alixshandro,Queens,Glendale,40.7041,-73.87935,Private room,22,3,14,2021-07-14,7.5,1,40
46562002,Beautiful 2 Double Bed Hotel Room,371972456,Justin,Manhattan,Financial District,40.70659,-74.00436,Private room,163,1,23,2021-07-30,4.63,107,109
46562291,Beautiful King Bed Hotel Room!,371972456,Justin,Manhattan,Financial District,40.70632,-74.00573,Private room,163,1,5,2021-04-18,0.91,107,145
46562384,Water View 2 Double Beds Hotel Room,371972456,Justin,Manhattan,Financial District,40.70506,-74.00591,Private room,213,1,9,2021-07-25,2.33,107,140
46563687,"Queens Cozy Retreat home, tranquility and quiet",34828488,Pauline,Queens,Rosedale,40.65915,-73.74116,Entire home/apt,150,2,6,2021-07-26,2.22,2,359
46565079,Two bedroom apt in the heart of Williamsburg .,206722794,Martin,Brooklyn,Williamsburg,40.7102,-73.96058,Entire home/apt,101,30,1,2020-11-30,0.12,2,1
46566048,Tranquil 2 Bedroom: CDC guidelines implemented,16139880,Ksenia,Brooklyn,Bedford-Stuyvesant,40.67779,-73.91676,Entire home/apt,130,7,4,2021-07-01,0.79,6,94
46566088,Beautiful King Bed Hotel Room,371972456,Justin,Manhattan,Financial District,40.70444,-74.00583,Private room,163,1,36,2021-08-01,6.84,107,95
46566199,Beautiful King Bed Hotel Room,371972456,Justin,Manhattan,Financial District,40.70458,-74.00573,Private room,163,1,24,2021-05-28,6.99,107,145
46566868,"Large Bedroom for WFH in Luxury Apt, Near Nature",32589568,Lauren,Brooklyn,Bay Ridge,40.63834,-74.03183,Private room,40,30,1,2021-04-14,0.26,1,142
46568461,Brooklyn Smart Home Sanctuary by the Train,1168704,Hue,Brooklyn,Bedford-Stuyvesant,40.69606,-73.93832,Private room,75,1,2,2021-05-28,0.36,1,71
46569062,Huge LES Dream loft - Newly Renovated!,6243828,Shlomo,Manhattan,Lower East Side,40.7173,-73.98978,Entire home/apt,330,2,24,2021-08-01,3.17,1,68
46569497,Modern Clinton Hill Condo (Steps from the Subway),61132135,Meng,Brooklyn,Clinton Hill,40.68718,-73.95984,Entire home/apt,183,5,2,2021-07-30,0.8,1,300
46571791,Large sunny room in a townhouse near Central Park!,80262218,Laila,Manhattan,Upper East Side,40.7722,-73.95597,Private room,70,30,1,2021-03-31,0.24,3,276
46575308,Townhouse Dining Room & Patio,221573750,Alex,Manhattan,East Village,40.72828,-73.99014,Private room,1500,1,2,2021-02-27,0.24,3,85
46580294,2BD good vibes artistic apartment in Williamsburg,307610328,Chelsea,Brooklyn,Williamsburg,40.71201,-73.95771,Entire home/apt,120,14,3,2021-04-03,0.47,1,176
46582283,"Private/Large Room in Manhattan,15 min to Midtown.",265424495,Benat,Manhattan,Harlem,40.80463,-73.94609,Private room,72,1,25,2021-07-19,3.89,3,276
46585974,"Bright and Simple Room - Private Bath, And Entry",5536278,Domingo,Brooklyn,Bushwick,40.70006,-73.93561,Private room,90,4,17,2021-07-26,2.39,1,7
46594024,La Guardia Place,104183038,Mercedes,Queens,East Elmhurst,40.76094,-73.86739,Entire home/apt,59,30,1,2021-07-09,1.0,1,159
46594076,Nice private bedroom in Manhattan,53725579,William,Manhattan,Washington Heights,40.84319,-73.93707,Private room,80,1,9,2021-04-12,7.3,4,0
46595759,"3 min walk to the Ohel, room #2, private toilet &s",47900722,Sagee,Queens,Cambria Heights,40.68708,-73.73614,Private room,87,1,3,2021-07-05,0.51,4,83
46597156,70 Kosciuszko,164144705,Gabriel,Brooklyn,Bedford-Stuyvesant,40.69137,-73.95349,Private room,398,1,8,2021-02-12,0.96,2,365
46597364,"Comfy Studio Apartment with lots of light, rooftop",31431421,Brian,Manhattan,Washington Heights,40.84472,-73.93731,Entire home/apt,46,3,6,2021-01-05,0.77,1,0
46597956,Hotel Indigo LES 2BDR Duplex Penthouse Suite,376743005,Hotel Indigo,Manhattan,Lower East Side,40.72174,-73.98737,Private room,2614,1,14,2021-06-23,4.33,3,161
46599753,Steps to Time Square! 2BR Midtown District!,374605622,Enrique,Manhattan,Hell's Kitchen,40.76219,-73.99191,Entire home/apt,160,30,1,2021-07-05,1.0,1,245
46601386,Entire new guest suite w/Pvt entry in Queens,342323079,Cathy,Queens,Forest Hills,40.71569,-73.85379,Private room,90,1,23,2021-08-01,2.9,1,156
46601797,Cozy queen size bedroom 5 min away from La Guardia,376764698,Gloria Lopez,Queens,East Elmhurst,40.75868,-73.89624,Private room,35,1,3,2021-04-11,0.71,5,0
46602129,"Newly renovated, two bedroom / w parking",251428213,Marcelo,Bronx,Pelham Gardens,40.86423,-73.84781,Entire home/apt,150,2,15,2021-07-25,15.0,1,63
46605367,Private Basement w/ Backyard,376786364,Claibourne,Bronx,North Riverdale,40.91062,-73.89987,Private room,50,10,1,2021-03-28,0.23,1,134
46608176,『Jaw-drop』Central Park awaits,3984431,Brandon,Manhattan,Hell's Kitchen,40.7665,-73.98708,Entire home/apt,839,28,12,2021-06-21,1.67,1,0
46608385,Best Deal in NYC!! Read Description!!!,102624893,Kevin,Queens,Flushing,40.76094,-73.82202,Entire home/apt,83,1,10,2021-07-25,1.2,1,338
46616819,Modern 4 Bed/ 5.5 Bath with Backyard Access,13603829,Kay,Brooklyn,Bushwick,40.68401,-73.91018,Entire home/apt,1143,1,2,2020-12-28,0.3,6,354
46617068,"Serene Loft, Scenic Park, Manhattan Skyline",33934071,Helen,Brooklyn,Red Hook,40.67932,-74.00812,Entire home/apt,175,1,12,2021-07-05,1.45,1,134
46617772,Bright and charming 1 BR apartment East Village!,376861859,Javier,Manhattan,East Village,40.72719,-73.97986,Entire home/apt,189,7,1,2021-06-13,0.57,1,0
46620913,A real HOME  for the Holidays,43446934,Dustin,Manhattan,Washington Heights,40.83763,-73.94324,Entire home/apt,100,2,10,2021-06-21,1.39,1,36
46623295,Private & Clean Full Apartment w/ Kitchen + Bath!,10806025,Christina,Manhattan,Harlem,40.81935,-73.94284,Private room,90,1,18,2021-07-17,8.85,1,67
46624461,Water View King Bed Hotel Room,371972456,Justin,Manhattan,Financial District,40.70641,-74.00384,Private room,213,1,25,2021-06-20,19.23,107,145
46624549,Water View King Bed Hotel Room,371972456,Justin,Manhattan,Financial District,40.70591,-74.00571,Private room,213,1,24,2021-06-28,5.85,107,144
46624622,Water View King Bed Hotel Room,371972456,Justin,Manhattan,Financial District,40.7064,-74.00418,Private room,213,1,39,2021-05-02,5.11,107,145
46625288,True Brooklynite and only 25 minutes to Manhattan,376905135,Ana,Brooklyn,Greenpoint,40.72629,-73.94662,Entire home/apt,278,3,18,2021-07-18,3.1,2,131
46629272,"2 nice rooms in Apt,  Balcony & view to Manhattan",6188244,Sebastian,Manhattan,Roosevelt Island,40.76438,-73.94629,Private room,117,5,1,2020-12-27,0.14,1,0
46637225,Garden Oasis in Bedstuy Brooklyn,9240896,Ambar,Brooklyn,Bedford-Stuyvesant,40.68631,-73.93402,Entire home/apt,180,3,9,2021-04-01,1.14,1,4
46638180,Sunny Quiet 1 Bdr~Close to Central Park & Subways,162171692,Jerry,Manhattan,Upper East Side,40.78035,-73.95022,Entire home/apt,185,30,3,2020-12-19,0.37,3,148
46638688,Modern Bright Studio - Study | Work | Stay | Enjoy,162171692,Jerry,Manhattan,Upper East Side,40.779667,-73.951927,Entire home/apt,180,30,5,2021-07-13,0.62,3,135
46640630,Luxury One Bedroom Apartment,377006945,Shane,Brooklyn,Canarsie,40.6275,-73.9006,Entire home/apt,102,2,19,2021-07-30,3.65,1,133
46640912,Great Apt~Doorman~Elevator~Work from Home~Midtown,204348856,Ellie,Manhattan,Midtown,40.75235,-73.97285,Entire home/apt,321,30,1,2021-05-01,0.31,8,62
46642069,Large Sunny 2 Br in Luxury Doorman Building,204348856,Ellie,Manhattan,Midtown,40.75446,-73.97276,Entire home/apt,334,30,3,2020-12-08,0.36,8,177
46643048,New Year's Eve with Ball Drop View,340038896,Millennium Premier,Manhattan,Theater District,40.75775,-73.98332,Private room,899,1,1,2021-01-01,0.14,6,0
46643336,Entire Apartment in the Lower East Side!,374862747,Jessica,Manhattan,Lower East Side,40.71834,-73.98903,Entire home/apt,132,30,2,2021-05-08,0.38,1,12
46645146,A+ Location Studio(APT Selected at Check-in) #4,348619646,Nomad,Manhattan,Midtown,40.74767,-73.98672,Private room,165,1,6,2021-07-03,0.79,46,89
46646040,Brand New 1 Br * Private Patio * Prime Midtown Gem,350252704,Anthony And Elle,Manhattan,Midtown,40.75664,-73.96771,Entire home/apt,245,30,4,2021-07-15,0.49,4,133
46646140,Bright 1Br * Midtown Prime * Elevator Building 3,350252704,Anthony And Elle,Manhattan,Midtown,40.7574,-73.96902,Entire home/apt,190,30,3,2020-12-12,0.36,4,178
46646817,1 Bedroom Apartment UES Neighborhood of Manhattan,51426218,Sherry,Manhattan,Upper East Side,40.78389,-73.95072,Entire home/apt,185,4,5,2021-05-16,1.3,3,18
46649043,Katz Apartment 1 Bedroom,109873770,Victor,Manhattan,Lower East Side,40.72269,-73.9893,Entire home/apt,135,1,17,2021-06-30,9.11,1,71
46657645,Water View King Bed Hotel Room,371972456,Justin,Manhattan,Financial District,40.70605,-74.00378,Private room,213,1,44,2021-07-25,5.28,107,129
46657684,Private Ball Drop View room on New Year's Eve,340038896,Millennium Premier,Manhattan,Theater District,40.75812,-73.98463,Private room,799,1,1,2021-01-01,0.14,6,0
46659138,Cozy Park Ave.  STUDIO,86771798,Daia,Manhattan,Midtown,40.74402,-73.98308,Entire home/apt,85,30,1,2021-06-01,0.46,20,52
46660491,Nice & quiet 2 bedrooms 1 bathroom Apt.,86771798,Daia,Manhattan,Midtown,40.75111,-73.98196,Entire home/apt,95,30,1,2021-01-31,0.16,20,74
46662832,Cozy Apartment,197334240,Angelica,Manhattan,Harlem,40.81318,-73.94315,Entire home/apt,104,3,46,2021-08-01,5.68,3,64
46665994,Brand New 2br PRIME upper East APT. *W&D In Unit*,27181542,Jt,Manhattan,Upper East Side,40.77352,-73.94797,Entire home/apt,249,30,1,2021-02-01,0.16,41,59
46667739,"Crisp Chelsea 1BR w/ Gym, walk to Penn Station & MSG, by Blueground",107434423,Blueground,Manhattan,Chelsea,40.75301,-73.995934,Entire home/apt,352,30,1,2021-05-30,0.45,286,365
46671693,Beautiful room in Prime Greenpoint,234331642,Joan,Brooklyn,Greenpoint,40.7304,-73.95516,Private room,55,35,1,2021-06-30,0.83,1,263
46671880,"Large sunny 1+ BR apartment, close to subway & bus",52676089,Jason,Brooklyn,Sunset Park,40.66397,-73.99155,Entire home/apt,79,2,3,2021-03-04,0.37,1,0
46672848,Furnished & Fully Stocked 1BD/1BA East Village Apt,3264855,Stephanie,Manhattan,East Village,40.72295,-73.98401,Entire home/apt,85,30,1,2021-05-22,0.4,1,0
46676038,Duplex Studio in IDEAL East Williamsburg location!,322014602,Joshua,Brooklyn,Williamsburg,40.71541,-73.94468,Entire home/apt,175,31,8,2021-07-03,1.09,1,263
46676106,COZY PVT ROOM 20% OFF WEEK STAY 17MIN MANHATTAN,333292277,Marcia,Brooklyn,Bedford-Stuyvesant,40.6863,-73.92269,Private room,64,3,27,2021-08-01,8.53,1,45
46676759,Nice and safe ROOM near LGA/Manhattan,231633841,Ivette,Queens,Jackson Heights,40.74937,-73.87767,Private room,55,365,2,2020-12-25,0.25,1,338
46677269,Amazing New Room,377246343,Kristina & Jack,Brooklyn,Bedford-Stuyvesant,40.68896,-73.93776,Private room,48,30,1,2021-03-10,0.2,25,364
46678638,Water View King Bed Hotel Room,371972456,Justin,Manhattan,Financial District,40.70666,-74.00378,Private room,213,1,25,2021-03-29,4.66,107,145
46678697,High Floor River View w/ King Bed Hotel Room,371972456,Justin,Manhattan,Financial District,40.70451,-74.00519,Private room,183,1,63,2021-07-24,16.73,107,82
46679010,Cozy and Quiet 1BR Apartment in Greenpoint,8242397,Hristiyan,Brooklyn,Greenpoint,40.73763,-73.95505,Entire home/apt,105,14,7,2021-07-16,3.0,2,4
46682819,Spacious Apartment (w/ balcony & workspace to wfh),18697326,Jezelle,Brooklyn,Bedford-Stuyvesant,40.68553,-73.91587,Entire home/apt,124,4,1,2021-07-26,1.0,1,21
46688810,"Very chic place, 15 min to the heart of Manhattan",374308047,Costa,Queens,Sunnyside,40.73987,-73.92737,Entire home/apt,135,3,30,2021-06-06,5.06,1,98
46689854,Charming Cozy Home Private House,224687317,Sida,Queens,East Elmhurst,40.76434,-73.88243,Entire home/apt,210,3,15,2021-07-26,1.91,1,329
46690252,2 Bedroom Lower East Side Apartment,9152003,Katie,Manhattan,Lower East Side,40.72051,-73.99054,Entire home/apt,199,3,28,2021-07-30,5.79,1,69
46692704,Cozy Harlem,116889152,BeautifulHarlem,Manhattan,Harlem,40.81856,-73.9451,Entire home/apt,129,1,9,2021-07-20,1.12,3,99
46692803,New reno 2br PRIME Upper East Side *W&D In Unit*,27181542,Jt,Manhattan,Upper East Side,40.77323,-73.94826,Entire home/apt,249,30,2,2021-05-17,0.47,41,124
46694121,Private and clean room in sunnyside,175013439,Mustafa,Queens,Sunnyside,40.74265,-73.92541,Private room,36,5,1,2020-12-08,0.12,1,14
46694827,Perfect Work from Home place next to Central Park,2788934,Andrew,Manhattan,Upper West Side,40.80124,-73.96209,Private room,75,30,1,2021-03-01,0.19,1,245
46695446,Large Room in Trendy Bushwick - 4,9864136,Anthony,Brooklyn,Bushwick,40.68648,-73.9155,Private room,45,30,1,2021-01-15,0.15,23,224
46698399,Brand New 2br PRIME upper East APT. *W&D In Unit*,27181542,Jt,Manhattan,Upper East Side,40.77452,-73.94987,Entire home/apt,249,30,1,2021-05-01,0.31,41,84
46705156,Entire 2BR apartment in East Brooklyn,377484768,Lenny,Brooklyn,East New York,40.66842,-73.89919,Entire home/apt,115,2,48,2021-07-29,7.46,2,324
46706175,Super Luxury Upper East Side STUDIO ~W&D in unit~,27181542,Jt,Manhattan,Upper East Side,40.77327,-73.94802,Entire home/apt,199,30,2,2021-01-07,2.0,41,26
46706759,Cozy 1 bedroom apartment private entrance,377484768,Lenny,Brooklyn,East New York,40.66913,-73.89923,Entire home/apt,93,3,1,2021-07-26,1.0,2,68
46706771,A+ Location Studio (APT Selected at Check-in) #5,348619646,Nomad,Manhattan,Midtown,40.74752,-73.98675,Private room,168,1,10,2021-07-06,3.75,46,86
46706944,Luxury Multimedia Event Townhouse,301831302,Peter,Manhattan,Washington Heights,40.83167,-73.94223,Entire home/apt,595,1,26,2021-06-27,3.28,10,176
46707460,"Private apt, charming, safe, near Prospect Park",238686010,Mary,Brooklyn,Windsor Terrace,40.65609,-73.97936,Entire home/apt,90,30,1,2021-02-12,0.17,5,292
46707828,Large 2 Bed 2 Bath UWS with balcony. Views! Views!,377238289,Ofry,Manhattan,Upper West Side,40.77561,-73.9878,Entire home/apt,300,30,1,2021-06-03,0.48,1,356
46708413,Williamsburg Brooklyn NY Entire Condo Waterfront,73428135,Yong Hee,Brooklyn,Williamsburg,40.71975,-73.96288,Entire home/apt,99,1,2,2020-12-21,0.25,1,0
46709161,The Paul Hotel luxury with private outside terrace,38592279,Vk,Manhattan,Midtown,40.74677,-73.98812,Private room,323,1,1,2021-03-14,0.21,25,33
46712960,Lovely Room |Private BATHROOM,377241586,Kristina & Jack,Queens,Ridgewood,40.70038,-73.9039,Private room,50,30,1,2021-07-05,1.0,19,354
46713387,NEW Beautiful Private ROOM in Great apartment,377246343,Kristina & Jack,Brooklyn,Bedford-Stuyvesant,40.68878,-73.9374,Private room,44,30,1,2021-03-01,0.19,25,336
46714824,Whole Townhouse Modern Luxury Remote Work Paradise,64358632,Ravi,Brooklyn,Gowanus,40.67071,-73.98857,Entire home/apt,649,7,3,2021-05-14,0.49,1,0
46715472,"2 bdr aprt room in heart of manhattan, midtown",305327549,Su,Manhattan,Kips Bay,40.74472,-73.97949,Entire home/apt,277,1,1,2021-05-26,0.42,5,359
46722983,New Luxury STUDIO Upper East Side ~W&D in unit~,27181542,Jt,Manhattan,Upper East Side,40.77307,-73.94984,Entire home/apt,199,30,3,2021-07-25,0.45,41,122
46723973,Ink 48 Hotel,376877842,Ink48 Hotel,Manhattan,Hell's Kitchen,40.76570813510044,-73.99557484315994,Hotel room,0,1,1,2021-06-13,0.53,1,0
46725493,Kips Luxurious Flat High Floor with Views,61391963,Stay With Vibe,Manhattan,Kips Bay,40.74077,-73.97589,Entire home/apt,125,30,3,2021-03-20,0.87,96,337
46727329,Empire States Building! Entire Space in Manhattan,377647905,AnnaMarie,Manhattan,Murray Hill,40.74853,-73.97632,Private room,279,3,8,2021-06-30,1.03,5,346
46727968,Hotel Indigo LES Studio Suite with Skyline Terrace,376743005,Hotel Indigo,Manhattan,Lower East Side,40.72102,-73.98824,Private room,952,1,2,2021-03-01,0.38,3,172
46729355,Cute Boho styled bedroom in the Bronx,36978567,Miguel,Bronx,Mott Haven,40.80754,-73.92297,Private room,65,1,33,2021-08-04,4.52,2,0
46729545,Sleeps 6! All Yours! Near Empire States Building,377647905,AnnaMarie,Manhattan,Murray Hill,40.74677,-73.97696,Private room,261,1,25,2021-07-10,3.25,5,344
46729678,Grand Central Sleeps 6 Entire Place Empire States!,377647905,AnnaMarie,Manhattan,Murray Hill,40.74676,-73.97624,Private room,217,1,9,2021-07-31,1.3,5,365
46729892,Grand Central Empire State Bldg Entire Place Yours,377647905,AnnaMarie,Manhattan,Murray Hill,40.74684,-73.97793,Private room,271,1,14,2021-07-25,1.79,5,364
46729966,Near Empire State Building Entire Place Is Yours,377647905,AnnaMarie,Manhattan,Murray Hill,40.74682,-73.97634,Private room,221,1,16,2021-07-11,14.55,5,348
46730982,Studio in Upper East side,51501835,Jeniffer,Manhattan,Upper East Side,40.78057,-73.95205,Entire home/apt,100,30,1,2021-01-01,0.14,171,355
46732441,Clean and cozy living room space in Bedstuy,168927293,Brandy,Brooklyn,Bedford-Stuyvesant,40.68466,-73.9296,Private room,40,1,33,2021-07-11,7.39,1,0
46733568,Private Bedroom in Manhattan,347548987,Sergii & Vlada,Manhattan,Harlem,40.80321,-73.95617,Private room,50,30,1,2021-02-21,0.18,8,336
46734129,Perfect Park Slope Pad!,329941458,Gustavo,Brooklyn,Park Slope,40.67511,-73.98272,Entire home/apt,350,30,1,2021-04-30,0.31,2,338
46734438,Amazing Chic Modern 1 Bedroom Apartment,21426910,Allen,Brooklyn,Sheepshead Bay,40.59559,-73.96248,Entire home/apt,98,3,14,2021-07-20,5.19,2,151
46734542,Large Apartment - Central Park/Subways/Times Sq.,92650708,Kristen,Manhattan,Upper East Side,40.76298,-73.96627,Entire home/apt,254,4,12,2021-07-05,2.28,1,19
46737044,纽约之家(SunnyHome3）,45600001,Amy,Queens,Flushing,40.74507,-73.8337,Private room,55,1,5,2021-05-07,1.9,6,51
46737074,纽约之家(PrivateBathroom1),45600001,Amy,Queens,Flushing,40.74661,-73.83398,Private room,65,1,1,2021-04-25,0.29,6,23
46743881,NEED A BREAK? ☀️Cosy Apartment near Central Park🌳,53720018,Pamela,Manhattan,Hell's Kitchen,40.7688,-73.98666,Entire home/apt,229,5,6,2021-05-29,0.84,1,16
46745276,Stylish Brooklyn Loft w/ Terrace (Short Term),3964453,Naz,Brooklyn,Red Hook,40.67908,-74.00808,Entire home/apt,314,3,8,2021-06-12,1.4,2,21
46746791,Luxury Studio ~ Doorman & Elevator - East Village,46410542,Mia,Manhattan,East Village,40.72885,-73.98573,Entire home/apt,89,30,3,2021-05-29,2.73,1,250
46748599,Stunning elegant Brooklyn Brownstone - 4 floors,10503844,Daniele,Brooklyn,Prospect-Lefferts Gardens,40.65919,-73.95612,Entire home/apt,550,7,6,2021-07-17,1.57,1,5
46749406,Free Valet Parking + King Bed Hotel Room,371972456,Justin,Manhattan,Financial District,40.70639,-74.00421,Private room,215,1,37,2021-08-02,32.65,107,136
46749739,Beautiful King Bed Hotel Room!,371972456,Justin,Manhattan,Financial District,40.70449,-74.00565,Private room,163,1,12,2021-07-24,1.86,107,136
46749740,"Bright 1BR Apt, Balcony, Roof, W/D in unit",48523649,Francois-Xavier,Brooklyn,Williamsburg,40.71186,-73.94548,Entire home/apt,100,29,2,2021-06-30,0.76,1,70
46750140,Free Valet Parking + 2 Double Bed Hotel Room,371972456,Justin,Manhattan,Financial District,40.70647,-74.00539,Private room,215,1,9,2021-06-28,6.75,107,130
46750389,Free Valet Parking + 2 Double Bed Hotel Room,371972456,Justin,Manhattan,Financial District,40.70606,-74.00574,Private room,215,1,39,2021-08-02,35.45,107,129
46751044,A+ Location Duplex Suite- 2 Double Beds & 2 Futons,348619646,Nomad,Manhattan,Midtown,40.74787,-73.98847,Entire home/apt,198,1,4,2021-07-20,0.98,46,73
46752899,Lovely private room in the heart of Astoria !,23710855,Kisha,Queens,Astoria,40.75664,-73.9265,Private room,45,14,6,2021-05-28,0.77,1,26
46754860,1-BD Upper East Side Apt (extended stay available),13762763,Karen,Manhattan,Upper East Side,40.78294,-73.94998,Entire home/apt,100,2,2,2021-03-16,0.29,1,0
46756139,Perfect Extended Stay 21+ Days Hotel Room,371972456,Justin,Manhattan,Financial District,40.70616,-74.00379,Private room,84,21,2,2021-06-25,0.97,107,108
46758057,Amazing room - 20min  to Manhattan,36732553,Miriam,Queens,Astoria,40.75483,-73.91608,Private room,50,20,3,2021-03-11,0.42,3,32
46758269,Charming Clean One bedroom apartment,264828066,Raquel Milena,Bronx,Country Club,40.84808,-73.82082,Private room,106,1,1,2021-06-07,0.5,1,365
46758885,"New Modern 2 Bed - 5 min to subway, 10 min to city",319633263,Eddie,Queens,Ditmars Steinway,40.77534,-73.90794,Entire home/apt,150,30,1,2021-07-01,0.86,1,337
46766903,"Elegant and cozy, close to JFK, subway and buses",56403037,Jane,Queens,Woodhaven,40.68892,-73.85134,Shared room,20,30,1,2021-01-05,0.14,4,157
46768272,Bright Studio in Bowery Street,51501835,Jeniffer,Manhattan,Lower East Side,40.7185,-73.99376,Entire home/apt,120,30,2,2021-05-26,0.47,171,280
46768902,Sunny Manhattan Room. By everything with King Bed,252667130,Angela,Manhattan,Inwood,40.86703,-73.92732,Private room,66,2,11,2021-07-28,2.37,3,59
46768940,Tulum inspired Private Room Getaway,92183983,Christina,Brooklyn,Greenpoint,40.73349,-73.95756,Private room,145,4,1,2021-07-05,1.0,2,134
46769586,Lovely ROOM in Greenpoint Apt,377953444,Kristina & Evans,Brooklyn,Greenpoint,40.73083,-73.95677,Private room,51,30,2,2021-05-31,0.38,42,242
46770692,Modern 3BR/2Bath in Greenpoint,377953444,Kristina & Evans,Brooklyn,Greenpoint,40.73117,-73.95647,Entire home/apt,168,30,2,2021-01-18,0.91,42,2
46771138,Lovely 3BR/2Bath apartment in Greenpoint,377953444,Kristina & Evans,Brooklyn,Greenpoint,40.72993,-73.9566,Entire home/apt,168,30,1,2021-06-12,0.56,42,292
46771171,"Sunny, spacious 2 BD Prime Williamsburg Brownstone",28120099,Camila,Brooklyn,Williamsburg,40.71778,-73.95721,Private room,94,3,2,2021-05-06,0.63,1,216
46771659,"Williamsburg apt w/ park, balcony, gym, rooftop",31557132,Carla,Brooklyn,Williamsburg,40.71757,-73.94738,Entire home/apt,150,30,1,2021-05-15,0.37,1,204
46772182,Private room and a bath near LGA,104925528,M Mainul,Queens,East Elmhurst,40.76487,-73.87193,Private room,47,2,14,2021-08-04,2.15,1,121
46773212,纽约之家(SunnyHome7),45600001,Amy,Queens,Flushing,40.74455,-73.83501,Private room,59,1,11,2021-07-20,4.85,6,49
46775879,Spacious Sun-Lit APT 4 stops from 42nd ST,5735865,Anyale,Manhattan,Upper East Side,40.77466,-73.95061,Entire home/apt,320,10,4,2021-06-23,0.94,2,127
46776485,Lovely rooms in big home! Minutes from LaGuardia.,1999974,Rachel,Queens,Whitestone,40.79185,-73.81453,Private room,90,1,17,2021-07-12,2.41,3,81
46776817,Magnificent 3 Bedrooms 2 Baths by Hudson Yards,185979641,Ralph,Manhattan,Hell's Kitchen,40.76094,-73.99872,Entire home/apt,415,30,1,2020-12-15,0.13,21,4
46777566,4 double bedroom cozy loft at Menahan Manor,4667705,Oswaldo X.,Brooklyn,Bushwick,40.69514,-73.92095,Entire home/apt,507,1,16,2021-08-01,2.04,5,357
46778594,Private room 2 blocks from Times Square.,38530455,Aleks,Manhattan,Hell's Kitchen,40.76418,-73.98825,Private room,50,2,6,2021-02-14,0.9,3,0
46779286,Cozy up in Brooklyn in this Big comfy stylish Apt,255526462,Tori,Brooklyn,Bedford-Stuyvesant,40.67847,-73.94888,Private room,35,14,1,2020-12-31,0.14,4,0
46780608,Private rood by the ocean,49567987,Artur,Brooklyn,Brighton Beach,40.58054,-73.96922,Private room,45,30,1,2021-01-16,0.15,1,0
46781184,Large private room in Sunnyside Gardens,328300309,Sam,Queens,Sunnyside,40.74592,-73.91278,Private room,49,10,1,2020-12-15,0.13,2,0
46788207,Mid Manhattan ideal Studio,120762452,Stanley,Manhattan,Murray Hill,40.75032,-73.97705,Entire home/apt,105,30,2,2021-07-03,0.91,83,310
46788208,Williamsburg 2BR apartment with backyard,12950608,Moriah,Brooklyn,Williamsburg,40.70908,-73.96565,Entire home/apt,214,5,1,2021-07-22,1.0,1,6
46791082,Zen Studio w/ Courtyard Near Restaurants & Train,378112960,Val,Manhattan,Hell's Kitchen,40.76125,-73.9919,Entire home/apt,144,2,38,2021-07-28,18.39,6,170
46794371,One BR Riverside Drive,152994552,Jonathan,Manhattan,Washington Heights,40.83581,-73.94717,Entire home/apt,72,30,3,2021-06-30,0.97,2,215
46795504,Beautiful Furnished 1 bedroom in Midtown West,323360048,Mordy,Manhattan,Hell's Kitchen,40.76142,-73.98797,Entire home/apt,135,30,1,2021-05-14,0.36,3,339
46796171,Luxury 2 bedroom in Riverbank with all amenities,293107660,Audrey,Manhattan,Hell's Kitchen,40.76229,-73.99835,Entire home/apt,200,30,1,2021-05-02,0.32,4,1
